CTCF	EP300	GABPA	MAFK	NFE2L2	REST
FAM167B	4	0	1	0	0	0
LCK	4	0	1	0	0	0
HDAC1	3	0	0	0	0	0
MARCKSL1	3	0	0	0	0	0
BSDC1	3	0	0	0	0	0
ZBTB8A	2	0	0	1	0	0
ZBTB8OS	0	0	1	0	0	0
RBBP4	0	0	1	0	0	0
SYNC	7	0	0	1	1	0
KIAA1522	9	3	1	1	1	0
S100PBP	3	3	1	0	0	1
FNDC5	5	0	0	0	0	2
HPCA	5	0	0	1	0	2
TMEM54	5	0	0	1	1	2
RNF19B	3	0	0	2	1	2
AK2	7	2	0	2	0	0
ZNF362	3	0	1	0	0	1
PHC2	2	0	0	1	0	0
ZSCAN20	2	1	1	1	0	0
CSMD2	0	0	0	0	0	1
GJB5	6	0	2	1	0	1
GJB4	6	0	2	1	0	1
GJB3	6	0	2	1	0	0
GJA4	6	0	2	1	0	0
SMIM12	5	0	1	1	0	1
DLGAP3	1	0	0	1	0	2
ZMYM6	0	0	1	0	0	0
SFPQ	3	0	0	0	0	0
ZMYM4	2	0	0	0	0	0
KIAA0319L	4	0	1	0	0	1
NCDN	4	0	1	0	0	1
TFAP2E	4	0	1	1	0	1
PSMB2	2	1	0	1	1	1
CLSPN	2	0	2	1	0	0
AGO4	2	0	2	0	0	0
AGO1	2	0	0	0	0	3
AGO3	1	0	1	1	0	2
TEKT2	3	0	1	1	0	0
ADPRHL2	4	0	1	1	0	0
COL8A2	5	1	1	0	0	0
MAP7D1	3	1	0	0	0	0
TRAPPC3	3	1	0	0	0	0
THRAP3	4	2	2	1	1	0
SH3D21	4	0	0	0	1	0
EVA1B	5	1	1	0	1	1
STK40	3	2	4	0	2	1
LSM10	3	2	4	0	2	1
OSCP1	3	1	1	1	0	0
MRPS15	3	1	0	1	0	0
CSF3R	4	1	0	1	0	0
GRIK3	1	0	0	1	0	1
ZC3H12A	8	3	4	3	2	0
MEAF6	7	3	4	2	1	0
SNIP1	4	1	3	0	0	0
DNALI1	4	1	3	0	0	0
GNL2	3	0	2	0	0	0
C1orf109	2	1	1	0	1	0
CDCA8	2	1	1	0	1	0
EPHA10	1	0	2	2	0	3
MANEAL	1	0	2	2	0	3
C1orf122	1	0	2	1	0	3
YRDC	1	0	2	1	0	3
MTF1	3	0	1	1	0	1
INPP5B	4	2	1	2	0	1
SF3A3	7	2	3	3	0	1
FHL3	8	2	3	3	0	1
POU3F1	7	0	2	2	0	2
RRAGC	4	0	2	1	0	0
RHBDL2	2	0	0	0	1	0
AKIRIN1	2	0	1	1	1	0
NDUFS5	1	0	1	1	0	0
MACF1	5	1	0	0	0	1
BMP8A	2	0	0	0	0	0
PABPC4	5	0	1	0	1	2
HEYL	6	1	0	1	1	1
NT5C1A	5	1	0	1	0	2
HPCAL4	5	1	1	1	0	1
PPIE	2	0	1	0	0	1
BMP8B	2	0	2	0	0	0
TRIT1	2	0	0	0	0	0
MYCL	2	0	0	0	0	0
MFSD2A	2	0	0	0	0	0
CAP1	3	0	3	0	0	0
PPT1	3	0	0	0	0	0
RLF	5	0	0	1	1	0
ZMPSTE24	1	0	1	1	0	0
COL9A2	3	0	0	0	0	1
SMAP2	2	0	1	0	0	1
ZFP69B	2	0	0	0	0	0
ZFP69	1	0	0	0	0	0
EXO5	1	0	1	0	0	0
ZNF684	1	0	1	0	0	0
RIMS3	5	0	0	2	0	2
NFYC	3	0	0	2	0	1
KCNQ4	3	0	0	1	0	0
CITED4	5	3	0	2	0	0
CTPS1	5	2	0	0	0	0
SLFNL1	3	0	0	0	0	0
SCMH1	2	1	0	0	0	1
FOXO6	5	0	0	0	0	0
EDN2	9	4	0	1	0	2
HIVEP3	0	0	0	0	0	0
FOXJ3	2	0	1	0	0	1
RIMKLA	1	0	1	0	0	1
ZMYND12	1	0	1	0	0	0
PPCS	1	0	1	0	0	0
CCDC30	3	0	0	0	0	0
PPIH	0	0	2	0	0	0
YBX1	1	0	2	0	0	0
CLDN19	6	0	1	0	0	0
C1orf50	6	0	1	0	0	0
ERMAP	3	0	1	1	1	1
ZNF691	2	0	1	2	1	1
SLC2A1	4	5	0	3	1	0
EBNA1BP2	2	1	1	0	1	1
TMEM125	4	0	0	1	0	1
C1orf210	2	0	0	0	0	0
TIE1	1	0	1	1	0	0
MPL	4	1	1	1	1	0
CDC20	4	2	2	2	1	0
ELOVL1	4	2	2	2	1	0
MED8	4	2	2	2	1	0
SZT2	4	2	2	2	1	0
HYI	1	3	0	0	0	1
PTPRF	2	1	0	0	0	0
KDM4A	1	2	0	0	0	2
ST3GAL3	1	0	0	0	0	0
ARTN	6	0	3	1	1	2
IPO13	7	0	2	1	1	2
DPH2	9	0	2	2	1	2
ATP6V0B	11	0	2	2	1	2
B4GALT2	11	0	2	2	1	2
CCDC24	9	0	2	3	1	2
SLC6A9	8	0	0	2	0	0
DMAP1	3	2	1	0	1	0
ERI3	4	1	0	2	0	0
RNF220	2	0	1	0	0	0
TMEM53	5	0	1	0	0	0
C1orf228	5	0	1	0	0	0
KIF2C	6	1	0	0	2	0
RPS8	7	3	1	1	2	1
PLK3	5	3	1	1	1	1
BTBD19	5	3	1	1	1	1
PTCH2	4	2	1	1	0	1
EIF2B3	3	1	0	3	0	0
HECTD3	3	1	0	3	0	0
UROD	3	1	0	3	0	0
ZSWIM5	1	0	0	2	0	1
HPDL	3	0	2	1	0	0
TOE1	3	0	2	1	0	0
MUTYH	3	0	2	1	0	0
TESK2	5	1	1	2	2	1
MMACHC	5	1	1	2	2	1
PRDX1	7	1	2	2	2	1
AKR1A1	5	1	3	1	2	1
NASP	2	0	2	0	0	0
CCDC17	0	0	1	0	0	0
GPBP1L1	0	1	1	1	0	0
TMEM69	0	1	1	1	0	0
IPP	0	0	0	0	1	0
MAST2	0	0	0	0	0	0
TSPAN1	7	2	0	0	0	0
PIK3R3	7	2	0	0	0	0
LURAP1	9	0	1	0	1	0
POMGNT1	9	0	1	0	1	0
RAD54L	5	0	1	0	1	0
LRRC41	3	0	2	0	1	0
UQCRH	3	0	2	0	1	0
NSUN4	3	0	2	0	1	0
FAAH	9	0	0	0	0	0
DMBX1	9	0	0	0	0	1
MKNK1	2	0	0	1	1	0
MOB3C	1	0	0	1	1	0
ATPAF1	1	0	1	0	0	0
EFCAB14	4	0	1	2	1	1
CYP4X1	4	0	0	0	0	0
PDZK1IP1	6	0	2	0	0	1
TAL1	2	0	1	0	0	1
STIL	3	0	1	3	0	1
CMPK1	3	0	1	3	0	0
FOXD2	6	0	0	0	0	1
TRABD2B	5	3	0	1	1	0
SPATA6	1	0	0	0	0	0
BEND5	1	0	0	0	0	1
ELAVL4	0	0	0	0	0	0
DMRTA2	1	0	0	0	0	0
FAF1	2	3	1	2	0	0
CDKN2C	2	3	1	2	0	0
RNF11	5	1	0	2	1	0
TTC39A	3	0	1	1	0	0
EPS15	3	2	0	1	0	0
OSBPL9	2	4	0	1	0	0
RAB3B	1	0	1	0	0	1
KTI12	2	1	2	0	0	1
TXNDC12	1	1	2	0	0	0
BTF3L4	1	1	2	0	0	0
ZFYVE9	1	0	1	0	0	0
CC2D1B	4	0	1	3	0	0
ORC1	3	0	1	3	0	0
PRPF38A	3	0	1	3	0	0
ZCCHC11	0	0	0	0	0	0
GPX7	1	0	0	0	0	0
FAM159A	4	0	0	0	0	0
COA7	5	0	0	0	0	0
ZYG11B	2	0	0	0	0	0
ZYG11A	0	0	0	0	0	0
ECHDC2	2	0	0	0	0	0
SCP2	2	0	0	0	0	0
PODN	0	0	1	1	0	1
CPT2	2	2	3	1	0	1
C1orf123	4	2	3	1	0	1
MAGOH	3	2	3	1	0	1
LRP8	4	0	0	1	1	0
GLIS1	6	0	0	0	0	0
NDC1	5	0	1	0	0	0
YIPF1	2	0	0	0	0	0
DIO1	2	0	0	0	0	0
HSPB11	5	1	0	0	0	0
LRRC42	5	1	0	0	0	0
LDLRAD1	1	1	2	1	0	0
TCEANC2	1	1	2	1	0	0
TMEM59	1	1	2	1	0	0
CYB5RL	1	0	0	0	0	0
MRPL37	1	0	0	0	0	0
SSBP3	0	0	0	1	0	0
ACOT11	4	0	0	1	0	0
TTC4	1	0	2	0	0	2
PARS2	5	0	2	0	0	2
TTC22	5	0	1	0	0	2
DHCR24	2	0	0	0	0	0
TMEM61	6	0	1	1	0	0
PCSK9	5	1	2	1	0	0
USP24	0	0	0	0	0	1
PRKAA2	0	0	0	0	1	0
C1orf168	3	0	0	0	0	0
DAB1	1	0	0	0	0	3
OMA1	2	2	1	1	0	0
TACSTD2	1	2	1	1	0	0
MYSM1	3	0	0	0	0	0
JUN	7	5	1	1	3	1
FGGY	1	0	0	0	0	1
HOOK1	2	0	0	0	0	0
CYP2J2	5	0	0	0	0	0
NFIA	3	0	0	3	0	1
TM2D1	0	0	1	0	3	0
L1TD1	3	1	0	1	0	1
KANK4	1	0	0	1	0	0
USP1	2	1	1	2	0	1
DOCK7	0	0	0	1	0	0
ATG4C	1	1	1	1	0	0
FOXD3	3	0	1	1	0	0
ALG6	1	0	0	0	0	0
ITGB3BP	1	0	2	0	0	1
EFCAB7	1	0	2	0	0	1
PGM1	2	0	0	0	0	0
ROR1	1	1	0	1	0	0
RAVER2	1	0	0	0	0	0
JAK1	4	0	0	0	0	0
AK4	0	0	0	1	0	1
DNAJC6	2	0	0	1	0	1
LEPROT	2	0	1	1	0	0
LEPR	2	0	1	1	0	0
PDE4B	0	0	0	1	0	0
SGIP1	2	2	0	0	0	2
TCTEX1D1	2	0	0	0	0	0
WDR78	0	0	1	0	0	0
MIER1	0	0	1	0	0	0
SLC35D1	0	0	0	0	0	0
IL23R	3	0	0	0	0	0
IL12RB2	2	0	0	1	0	0
SERBP1	0	0	2	0	0	1
GADD45A	1	4	0	4	2	1
GNG12	2	1	1	0	0	0
DIRAS3	0	0	0	0	0	0
WLS	1	0	1	1	0	0
DEPDC1	4	0	0	0	0	0
LRRC7	1	0	0	0	0	0
LRRC40	1	0	0	1	0	0
SRSF11	1	0	0	1	0	0
ANKRD13C	1	0	0	3	0	1
HHLA3	1	0	0	3	0	1
CTH	0	1	0	0	0	0
PTGER3	2	1	1	1	0	0
ZRANB2	2	1	1	1	0	0
NEGR1	1	0	0	1	0	0
LRRIQ3	0	0	0	0	0	0
FPGT	0	0	0	0	0	0
FPGT-TNNI3K	0	0	0	0	0	0
TNNI3K	0	0	0	0	0	0
TYW3	4	1	0	0	0	0
CRYZ	4	1	0	0	0	0
LHX8	0	2	0	0	0	0
ACADM	0	0	0	0	0	0
RABGGTB	0	0	0	1	0	0
MSH4	0	0	0	1	0	0
ST6GALNAC3	0	0	0	0	0	0
ST6GALNAC5	1	0	0	0	0	0
PIGK	0	0	0	1	0	0
AK5	1	0	0	0	0	0
ZZZ3	1	1	1	1	0	0
USP33	0	0	2	1	0	0
FAM73A	0	0	2	0	0	0
NEXN	1	0	0	0	0	0
DNAJB4	2	2	0	1	1	0
FUBP1	2	2	0	1	1	0
GIPC2	1	3	1	1	1	0
PTGFR	0	0	0	0	0	0
IFI44L	2	0	0	0	0	0
IFI44	3	0	0	0	0	0
TTLL7	0	0	0	0	0	0
PRKACB	1	1	1	0	1	0
SAMD13	0	1	0	1	0	0
RPF1	1	0	1	0	0	1
GNG5	2	0	1	0	0	1
CTBS	4	0	0	0	0	1
SSX2IP	2	0	0	0	0	0
LPAR3	2	0	0	1	0	0
MCOLN2	0	1	0	0	0	0
MCOLN3	0	0	0	0	0	0
WDR63	1	0	0	0	0	0
SYDE2	2	1	0	0	0	0
C1orf52	7	2	3	2	0	0
BCL10	7	3	3	2	0	0
DDAH1	5	4	1	0	0	0
CYR61	5	4	1	0	0	0
ZNHIT6	1	0	0	0	0	0
COL24A1	0	0	0	1	0	0
ODF2L	2	1	0	1	1	0
CLCA2	2	1	0	1	1	0
CLCA1	8	1	0	1	1	0
CLCA4	5	0	0	0	0	0
SH3GLB1	4	0	0	1	0	0
SEP15	0	0	0	0	0	0
HS2ST1	0	0	0	0	0	0
LMO4	3	1	0	0	0	0
PKN2	0	0	1	0	0	0
GTF2B	1	2	0	1	2	1
RBMXL1	1	0	0	0	0	0
GBP3	1	0	0	0	0	0
GBP1	1	0	0	1	0	0
GBP2	2	1	0	2	0	0
GBP4	1	0	0	1	0	0
GBP5	0	0	0	2	0	0
GBP6	1	0	0	1	0	0
LRRC8B	2	0	0	3	1	0
LRRC8C	4	0	0	0	0	1
LRRC8D	3	1	0	2	1	0
ZNF326	2	1	1	2	1	1
BARHL2	2	0	0	1	0	1
ZNF644	1	0	0	2	0	0
CDC7	3	2	0	1	0	0
TGFBR3	2	2	0	1	0	0
EPHX4	2	0	0	1	0	0
BTBD8	1	0	0	1	0	0
RPAP2	1	0	0	0	1	0
GLMN	1	0	0	0	1	0
GFI1	1	0	0	0	0	0
EVI5	3	2	0	1	1	1
RPL5	3	2	0	1	1	1
FAM69A	4	0	0	1	1	0
MTF2	1	2	0	1	1	2
TMED5	0	0	0	0	0	0
CCDC18	0	0	0	0	0	0
DR1	1	3	1	2	0	2
FNBP1L	2	0	0	0	0	1
BCAR3	9	5	1	2	1	3
DNTTIP2	8	4	1	3	2	3
GCLM	4	2	1	2	2	1
ARHGAP29	1	0	0	3	0	0
ABCD3	1	1	0	0	0	0
F3	3	1	0	3	2	0
SLC44A3	5	2	0	0	0	0
CNN3	0	1	0	2	0	0
ALG14	4	0	0	1	1	0
TMEM56	3	0	0	1	1	0
RWDD3	1	0	1	0	0	1
PTBP2	0	0	0	0	0	0
DPYD	0	2	0	0	1	0
SNX7	0	0	0	1	0	0
PALMD	3	8	0	1	0	0
AGL	1	0	1	0	0	0
SLC35A3	1	1	1	1	0	0
SASS6	0	2	1	0	0	0
TRMT13	0	2	1	0	0	0
DBT	0	0	1	1	0	0
RTCA	0	0	1	1	0	0
CDC14A	2	0	0	0	0	0
VCAM1	1	0	0	0	0	0
EXTL2	4	1	3	1	0	0
DPH5	0	1	0	0	0	0
S1PR1	2	2	0	2	1	0
OLFM3	0	0	0	0	0	1
COL11A1	1	0	0	0	0	0
RNPC3	1	0	0	0	0	0
PRMT6	1	0	1	0	0	1
NTNG1	1	1	0	0	0	2
VAV3	0	1	0	1	0	2
SLC25A24	2	1	1	2	1	1
FAM102B	5	8	0	2	2	0
HENMT1	3	2	2	1	0	1
PRPF38B	3	2	2	1	1	1
STXBP3	2	1	1	2	2	0
AKNAD1	1	0	1	1	1	1
GPSM2	1	0	1	1	1	1
CLCC1	0	1	0	0	1	0
WDR47	1	0	2	0	0	2
TAF13	4	0	3	0	0	2
C1orf194	4	0	3	0	0	2
KIAA1324	4	0	3	0	0	2
SARS	6	3	4	3	1	2
PSRC1	7	1	3	1	1	0
MYBPHL	5	1	2	1	1	0
SORT1	0	2	1	1	0	1
PSMA5	0	2	1	1	0	1
SYPL2	5	2	2	2	0	3
ATXN7L2	8	0	2	2	0	2
CYB561D1	8	0	2	2	0	2
AMIGO1	9	1	3	1	0	2
GNAI3	6	1	2	0	0	0
AMPD2	6	3	2	1	2	0
GSTM4	6	3	2	2	2	0
GSTM2	5	3	2	2	2	0
GSTM1	6	4	1	2	2	0
GSTM5	2	1	0	2	2	0
GSTM3	7	3	0	4	3	0
EPS8L3	7	4	0	4	4	0
CSF1	3	7	2	1	0	0
AHCYL1	4	7	0	2	2	0
STRIP1	6	4	0	2	2	0
ALX3	8	1	0	0	0	0
SLC6A17	5	0	0	0	0	1
KCNC4	3	0	2	0	0	1
RBM15	3	0	1	3	0	0
SLC16A4	2	0	1	3	1	0
LAMTOR5	3	0	1	3	1	0
KCNA2	4	0	0	0	0	0
KCNA3	2	0	0	0	0	0
CD53	3	1	0	1	1	0
LRIF1	4	2	1	2	1	1
CEPT1	0	0	0	1	1	0
DRAM2	0	0	0	1	1	0
DENND2D	2	0	0	0	0	0
CHI3L2	2	0	0	0	0	0
PIFO	1	0	0	0	0	0
ATP5F1	3	0	0	0	0	0
WDR77	3	0	0	0	0	0
C1orf162	5	0	0	0	0	0
ADORA3	4	0	0	0	0	0
RAP1A	3	0	0	2	0	0
DDX20	9	3	1	1	1	0
FAM212B	9	3	1	1	1	0
