name	gene_id	bin	FPKM	expression
ABCD3	ENSG00000117528	chr1:94880000	16.27	15.376001
ABCD4	ENSG00000119688	chr14:74760000	40.79	39.876001
ABCE1	ENSG00000164163	chr4:146010000	32.71	31.944001
ABCF1	no_id	chr6:30530000	0.0	1e-06
ABCF2	ENSG00000033050	chr7:150920000	42.24	41.372001
ABCF3	ENSG00000161204	chr3:183900000	63.37	62.338001
ABCG1	ENSG00000160179	chr21:43610000	39.5	38.848001
ABCG2	ENSG00000118777	chr4:89150000	0.08	0.124001
ABCG4	ENSG00000172350	chr11:119010000	0.0	1e-06
ABHD1	ENSG00000143994	Notinthiscell	0.0	1e-06
ABHD10	ENSG00000144827	chr3:111690000	7.69	6.988001
ABHD11	ENSG00000106077	chr7:73150000	3.83	3.400001
ABHD12	ENSG00000100997	chr20:25370000	8.28	7.578001
ABHD12B	ENSG00000131969	Notinthiscell	3.7	3.284001
ABHD13	ENSG00000139826	chr13:108870000	2.32	2.024001
ABHD14A	ENSG00000248487	chr3:52000000	1.47	1.276001
ABHD14B	ENSG00000114779	chr3:52000000	20.1	19.202001
ABHD15	ENSG00000168792	chr17:27890000	1.56	1.360001
ABHD16A	no_id	chr6:31670000	0.0	1e-06
ABHD17A	ENSG00000129968	chr19:1880000	8.34	7.648001
ABHD17B	ENSG00000107362	chr9:74520000	8.48	7.804001
ABHD17C	ENSG00000136379	chr15:80980000	15.77	14.914001
ABHD2	ENSG00000140526	chr15:89630000	20.25	19.360001
ABHD3	ENSG00000158201	chr18:19280000	15.05	14.200001
ABHD4	ENSG00000100439	chr14:23060000	4.7	4.200001
ABHD5	ENSG00000011198	chr3:43730000	12.71	11.956001
ABHD6	ENSG00000163686	chr3:58220000	3.49	3.090001
ABHD8	ENSG00000127220	chr19:17410000	1.65	1.448001
ABI1	ENSG00000136754	chr10:27150000	18.25	17.292001
ABI2	ENSG00000138443	chr2:204190000	25.18	24.158001
ABI3	ENSG00000108798	Notinthiscell	0.0	1e-06
ABI3BP	ENSG00000154175	chr3:100710000	0.14	0.168001
ABL1	ENSG00000097007	chr9:133580000	33.61	32.754001
ABL2	ENSG00000143322	chr1:179190000	5.58	5.046001
ABLIM1	ENSG00000099204	chr10:116520000	29.24	28.488001
ABLIM2	ENSG00000163995	chr4:8160000	6.35	5.748001
ABLIM3	ENSG00000173210	chr5:148520000	3.92	3.482001
ABR	no_id	chr17:1130000	0.0	1e-06
ABRA	ENSG00000174429	chr8:107780000	0.0	1e-06
ABRACL	ENSG00000146386	chr6:139340000	2.16	1.884001
ABT1	ENSG00000146109	chr6:26590000	4.84	4.324001
ABTB1	ENSG00000114626	chr3:127390000	32.1	31.306001
ABTB2	ENSG00000166016	chr11:34370000	1.85	1.620001
ACAA1	ENSG00000060971	chr3:38170000	8.45	7.762001
ACAA2	ENSG00000167315	chr18:47340000	43.67	42.640001
ACACA	no_id	chr17:35760000	0.0	1e-06
ACACB	ENSG00000076555	Notinthiscell	5.07	4.580001
ACAD10	ENSG00000111271	chr12:112120000	6.87	6.208001
ACAD11	ENSG00000240303	chr3:132370000	11.64	10.874001
ACAD8	ENSG00000151498	chr11:134120000	5.58	5.046001
ACAD9	ENSG00000177646	chr3:128590000	23.02	22.000001
ACADL	ENSG00000115361	chr2:211090000	0.0	1e-06
ACADM	ENSG00000117054	chr1:76190000	23.57	22.562001
ACADS	ENSG00000122971	chr12:121160000	2.58	2.270001
ACADSB	ENSG00000196177	chr10:124760000	3.77	3.332001
ACADVL	ENSG00000072778	chr17:7120000	253.37	243.406001
ACAN	ENSG00000157766	Notinthiscell	0.0	1e-06
ACAP1	ENSG00000072818	chr17:7230000	1.19	1.054001
ACAP2	ENSG00000114331	chr3:195160000	29.06	28.266001
ACAP3	ENSG00000131584	chr1:1240000	27.18	26.440001
ACAT1	ENSG00000075239	chr11:107990000	53.54	52.388001
ACAT2	ENSG00000120437	chr6:160180000	17.78	16.848001
ACBD3	ENSG00000182827	chr1:226370000	46.75	46.092001
ACBD4	ENSG00000181513	chr17:43200000	12.0	11.226001
ACBD5	ENSG00000107897	chr10:27530000	19.52	18.566001
ACBD6	ENSG00000230124	chr1:180470000	2.98	2.614001
ACBD7	ENSG00000176244	chr10:15130000	1.39	1.200001
ACCS	ENSG00000110455	chr11:44080000	2.84	2.474001
ACD	ENSG00000102977	chr16:67690000	15.87	14.994001
ACE	ENSG00000159640	Notinthiscell	0.0	1e-06
ACE2	ENSG00000130234	chrX:15620000	0.13	0.162001
ACER1	ENSG00000167769	Notinthiscell	0.0	1e-06
ACER2	ENSG00000177076	chr9:19400000	0.41	0.400001
ACER3	ENSG00000078124	chr11:76570000	11.06	10.212001
ACHE	ENSG00000087085	chr7:100490000	0.2	0.218001
ACIN1	ENSG00000100813	chr14:23560000	64.02	62.856001
ACKR2	ENSG00000144648	Notinthiscell	0.0	1e-06
ACKR3	ENSG00000144476	chr2:237470000	3.89	3.446001
ACKR4	ENSG00000129048	Notinthiscell	0.08	0.124001
ACLY	ENSG00000131473	chr17:40070000	58.56	57.304001
ACMSD	ENSG00000153086	chr2:135590000	0.0	1e-06
ACO1	ENSG00000122729	chr9:32380000	6.04	5.482001
ACO2	ENSG00000100412	chr22:41860000	19.02	18.018001
ACOT1	ENSG00000184227	chr14:74000000	1.06	0.942001
ACOT11	ENSG00000162390	Notinthiscell	0.92	0.834001
ACOT13	ENSG00000112304	chr6:24660000	78.29	77.210001
ACOT2	ENSG00000119673	chr14:74030000	14.0	13.254001
ACOT4	ENSG00000177465	chr14:74050000	0.29	0.302001
ACOT7	ENSG00000097021	chr1:6450000	16.69	15.768001
ACOT8	ENSG00000101473	chr20:44480000	20.36	19.506001
ACOT9	ENSG00000123130	chrX:23760000	21.04	20.072001
ACOX1	ENSG00000161533	chr17:73970000	12.2	11.402001
ACOX2	ENSG00000168306	chr3:58520000	0.0	1e-06
ACOX3	ENSG00000087008	chr4:8440000	1.47	1.276001
ACOXL	ENSG00000153093	Notinthiscell	0.0	1e-06
ACP1	ENSG00000143727	chr2:260000	534.93	478.406001
ACP2	ENSG00000134575	chr11:47270000	6.52	5.910001
ACP5	ENSG00000102575	chr19:11680000	0.37	0.368001
ACP6	ENSG00000162836	chr1:147140000	11.53	10.776001
ACPP	ENSG00000014257	chr3:132030000	2.12	1.838001
ACRBP	ENSG00000111644	chr12:6750000	0.14	0.168001
ACRC	no_id	chrX:70790000	0.0	1e-06
ACSBG1	ENSG00000103740	Notinthiscell	0.32	0.330001
ACSF2	ENSG00000167107	chr17:48500000	76.74	75.814001
ACSF3	ENSG00000176715	chr16:89160000	14.92	14.046001
ACSL1	ENSG00000151726	chr4:185740000	1.41	1.218001
ACSL3	ENSG00000123983	chr2:223720000	97.2	95.988001
ACSL4	ENSG00000068366	chrX:108970000	47.4	46.702001
ACSL5	ENSG00000197142	chr10:114130000	29.0	28.222001
ACSL6	ENSG00000164398	Notinthiscell	0.0	1e-06
ACSM3	ENSG00000005187	chr16:20770000	0.48	0.464001
ACSM5	ENSG00000183549	Notinthiscell	0.22	0.234001
ACSS1	ENSG00000154930	Notinthiscell	0.0	1e-06
ACSS2	ENSG00000131069	chr20:33460000	28.4	27.780001
ACTA1	ENSG00000143632	chr1:229560000	0.1	0.142001
ACTA2	ENSG00000107796	chr10:90750000	5.38	4.870001
ACTB	ENSG00000075624	chr7:5570000	1734.26	1517.466001
ACTBL2	ENSG00000169067	chr5:56770000	0.08	0.124001
ACTG1	ENSG00000184009	chr17:79470000	4748.38	3630.380001
ACTG2	ENSG00000163017	chr2:74120000	0.0	1e-06
ACTL6A	ENSG00000136518	chr3:179280000	88.43	88.306001
ACTL6B	ENSG00000077080	Notinthiscell	0.0	1e-06
ACTL8	ENSG00000117148	chr1:18080000	0.5	0.484001
ACTN1	ENSG00000072110	chr14:69440000	94.14	92.910001
ACTN2	ENSG00000077522	Notinthiscell	0.0	1e-06
ACTN4	no_id	chr19:39130000	0.0	1e-06
ACTR10	ENSG00000131966	chr14:58660000	37.71	36.860001
ACTR1A	ENSG00000138107	chr10:104260000	8.43	7.740001
ACTR1B	ENSG00000115073	chr2:98280000	80.29	79.304001
ACTR2	ENSG00000138071	chr2:65450000	84.41	83.884001
ACTR3	ENSG00000115091	chr2:114640000	43.46	42.436001
ACTR3B	ENSG00000133627	chr7:152450000	5.24	4.722001
ACTR3C	ENSG00000106526	chr7:150020000	4.36	3.874001
ACTR5	ENSG00000101442	chr20:37370000	7.04	6.372001
ACTR8	ENSG00000113812	chr3:53910000	25.43	24.568001
ACTRT3	ENSG00000184378	chr3:169480000	1.04	0.922001
ACVR1	ENSG00000115170	chr2:158730000	2.44	2.132001
ACVR1B	ENSG00000135503	chr12:52340000	3.54	3.144001
ACVR1C	ENSG00000123612	Notinthiscell	0.0	1e-06
ACVR2A	ENSG00000121989	chr2:148600000	2.17	1.894001
ACVR2B	ENSG00000114739	chr3:38490000	4.91	4.406001
ACVRL1	ENSG00000139567	Notinthiscell	0.26	0.274001
ACY1	ENSG00000243989	chr3:52010000	7.34	6.644001
ACY3	ENSG00000132744	Notinthiscell	0.0	1e-06
ACYP1	ENSG00000119640	chr14:75530000	13.33	12.584001
ACYP2	ENSG00000170634	chr2:54190000	17.24	16.320001
ADA	ENSG00000196839	chr20:43280000	12.85	12.094001
ADAL	ENSG00000168803	chr15:43620000	19.85	18.966001
ADAM10	ENSG00000137845	chr15:59040000	36.43	35.630001
ADAM11	ENSG00000073670	Notinthiscell	6.92	6.264001
ADAM12	ENSG00000148848	chr10:128070000	9.74	9.026001
ADAM15	ENSG00000143537	chr1:155020000	102.63	101.228001
ADAM17	ENSG00000151694	chr2:9690000	11.38	10.588001
ADAM19	ENSG00000135074	chr5:157000000	0.0	1e-06
ADAM22	ENSG00000008277	chr7:87560000	3.05	2.686001
ADAM23	ENSG00000114948	chr2:207300000	0.0	1e-06
ADAM28	ENSG00000042980	chr8:24150000	4.85	4.348001
ADAM32	no_id	Notinthiscell	0.0	1e-06
ADAM8	ENSG00000151651	Notinthiscell	1.55	1.354001
ADAM9	no_id	chr8:38850000	0.0	1e-06
ADAMDEC1	ENSG00000134028	Notinthiscell	0.0	1e-06
ADAMTS1	ENSG00000154734	chr21:28210000	29.16	28.354001
ADAMTS10	ENSG00000142303	chr19:8670000	6.14	5.566001
ADAMTS12	no_id	Notinthiscell	0.0	1e-06
ADAMTS13	no_id	chr9:136270000	0.0	1e-06
ADAMTS14	ENSG00000138316	chr10:72430000	0.06	0.102001
ADAMTS17	ENSG00000140470	chr15:100880000	0.02	0.064001
ADAMTS18	ENSG00000140873	chr16:77460000	0.0	1e-06
ADAMTS19	ENSG00000145808	Notinthiscell	0.0	1e-06
ADAMTS2	no_id	Notinthiscell	0.0	1e-06
ADAMTS3	ENSG00000156140	chr4:73430000	0.0	1e-06
ADAMTS4	ENSG00000158859	chr1:161160000	0.06	0.102001
ADAMTS5	ENSG00000154736	chr21:28330000	1.12	0.988001
ADAMTS6	ENSG00000049192	chr5:64770000	0.51	0.492001
ADAMTS7	ENSG00000136378	chr15:79100000	0.0	1e-06
ADAMTS9	ENSG00000163638	Notinthiscell	0.0	1e-06
ADAMTSL1	ENSG00000178031	chr9:18470000	0.04	0.082001
ADAMTSL2	ENSG00000197859	Notinthiscell	0.0	1e-06
ADAMTSL3	ENSG00000156218	chr15:84320000	0.0	1e-06
ADAMTSL4	ENSG00000143382	chr1:150520000	11.56	10.804001
ADAMTSL5	ENSG00000185761	chr19:1510000	1.9	1.658001
ADAP1	ENSG00000105963	chr7:990000	4.1	3.660001
ADAP2	ENSG00000184060	Notinthiscell	0.0	1e-06
ADAR	ENSG00000160710	chr1:154600000	38.05	37.234001
ADARB1	ENSG00000197381	chr21:46490000	56.15	54.926001
ADARB2	ENSG00000185736	Notinthiscell	0.0	1e-06
ADAT1	ENSG00000065457	chr16:75650000	11.17	10.350001
ADAT2	ENSG00000189007	chr6:143770000	12.3	11.512001
ADAT3	ENSG00000213638	chr19:1900000	1.6	1.394001
ADCK1	ENSG00000063761	chr14:78260000	0.64	0.598001
ADCK2	ENSG00000133597	chr7:140370000	9.8	9.096001
ADCK3	no_id	chr1:227120000	0.0	1e-06
ADCK4	no_id	chr19:41220000	0.0	1e-06
ADCK5	ENSG00000173137	chr8:145590000	2.08	1.804001
ADCY1	ENSG00000164742	Notinthiscell	0.0	1e-06
ADCY2	ENSG00000078295	Notinthiscell	0.0	1e-06
ADCY3	ENSG00000138031	chr2:25140000	83.28	82.420001
ADCY4	ENSG00000129467	Notinthiscell	0.0	1e-06
ADCY5	ENSG00000173175	Notinthiscell	0.11	0.148001
ADCY6	ENSG00000174233	chr12:49180000	19.35	18.380001
ADCY7	ENSG00000121281	chr16:50300000	4.72	4.220001
ADCY9	ENSG00000162104	chr16:4160000	6.2	5.618001
ADCYAP1	ENSG00000141433	Notinthiscell	0.0	1e-06
ADD1	ENSG00000087274	chr4:2840000	40.08	39.236001
ADD2	ENSG00000075340	Notinthiscell	0.0	1e-06
ADD3	ENSG00000148700	chr10:111750000	135.5	135.624001
ADGB	ENSG00000118492	Notinthiscell	0.0	1e-06
ADH1B	ENSG00000196616	Notinthiscell	0.0	1e-06
ADH5	ENSG00000197894	chr4:100000000	31.7	31.010001
ADH6	ENSG00000172955	Notinthiscell	0.0	1e-06
ADH7	ENSG00000196344	Notinthiscell	0.0	1e-06
ADHFE1	ENSG00000147576	chr8:67340000	0.0	1e-06
ADI1	no_id	chr2:3520000	0.0	1e-06
ADIPOQ	ENSG00000181092	Notinthiscell	0.0	1e-06
ADIPOR1	ENSG00000159346	chr1:202920000	24.28	23.226001
ADIPOR2	ENSG00000006831	chr12:1800000	18.73	17.736001
ADIRF	ENSG00000148671	chr10:88720000	0.0	1e-06
ADK	ENSG00000156110	chr10:75910000	37.71	36.860001
ADM	ENSG00000148926	chr11:10320000	11.51	10.740001
ADM2	ENSG00000128165	chr22:50920000	0.18	0.204001
ADNP	ENSG00000101126	chr20:49540000	22.65	21.708001
ADNP2	ENSG00000101544	chr18:77860000	16.09	15.196001
ADO	ENSG00000181915	chr10:64560000	4.56	4.056001
ADORA1	ENSG00000163485	chr1:203090000	0.58	0.548001
ADORA2A	ENSG00000128271	chr22:24810000	0.0	1e-06
ADORA2B	ENSG00000170425	chr17:15840000	0.44	0.428001
ADORA3	no_id	Notinthiscell	0.0	1e-06
ADPGK	ENSG00000159322	chr15:73070000	34.99	34.096001
ADPRH	ENSG00000144843	Notinthiscell	0.0	1e-06
ADPRHL1	ENSG00000153531	chr13:114100000	4.11	3.670001
ADPRHL2	ENSG00000116863	chr1:36550000	9.62	8.902001
ADPRM	ENSG00000170222	chr17:10600000	5.31	4.798001
ADRA1B	ENSG00000170214	chr5:159340000	0.0	1e-06
ADRA1D	ENSG00000171873	Notinthiscell	0.09	0.132001
ADRA2A	ENSG00000150594	Notinthiscell	0.0	1e-06
ADRB1	ENSG00000043591	chr10:115800000	0.08	0.124001
ADRB2	ENSG00000169252	chr5:148200000	0.0	1e-06
ADRB3	ENSG00000188778	chr8:37820000	0.0	1e-06
ADRM1	ENSG00000130706	chr20:60870000	130.25	128.690001
ADSL	ENSG00000239900	chr22:40740000	57.43	56.156001
ADSS	ENSG00000035687	chr1:244610000	32.13	31.344001
ADSSL1	ENSG00000185100	chr14:105190000	53.86	52.638001
ADTRP	ENSG00000111863	Notinthiscell	0.22	0.234001
AEBP1	ENSG00000106624	chr7:44140000	0.03	0.072001
AEBP2	ENSG00000139154	chr12:19590000	27.82	27.082001
AEN	ENSG00000181026	chr15:89160000	15.16	14.276001
AES	ENSG00000104964	chr19:3060000	357.2	344.870001
AFAP1	ENSG00000196526	chr4:7940000	19.42	18.452001
AFAP1L1	ENSG00000157510	chr5:148650000	13.04	12.270001
AFAP1L2	ENSG00000169129	Notinthiscell	0.03	0.072001
AFF1	ENSG00000172493	chr4:87850000	18.9	17.906001
AFF2	ENSG00000155966	Notinthiscell	0.0	1e-06
AFF3	ENSG00000144218	Notinthiscell	0.0	1e-06
AFF4	ENSG00000072364	chr5:132290000	27.72	26.938001
AFG3L2	ENSG00000141385	chr18:12370000	73.91	73.348001
AFMID	ENSG00000183077	chr17:76180000	14.39	13.588001
AFP	ENSG00000081051	chr4:74300000	3.79	3.358001
AFTPH	ENSG00000119844	chr2:64750000	8.08	7.386001
AGA	ENSG00000038002	chr4:178360000	13.26	12.526001
AGAP1	ENSG00000157985	chr2:236400000	20.73	19.822001
AGAP2	ENSG00000135439	chr12:58130000	0.11	0.148001
AGAP3	ENSG00000133612	chr7:150780000	35.32	34.338001
AGBL2	ENSG00000165923	chr11:47730000	0.7	0.650001
AGBL3	ENSG00000146856	chr7:134670000	0.34	0.346001
AGBL5	ENSG00000084693	chr2:27270000	144.5	144.258001
AGFG1	ENSG00000173744	chr2:228330000	22.1	21.162001
AGFG2	ENSG00000106351	chr7:100130000	0.45	0.436001
AGGF1	ENSG00000164252	chr5:76320000	39.2	38.582001
AGK	no_id	chr7:141250000	0.0	1e-06
AGL	ENSG00000162688	chr1:100310000	5.5	4.978001
AGMAT	ENSG00000116771	chr1:15910000	7.1	6.418001
AGMO	ENSG00000187546	Notinthiscell	0.0	1e-06
AGO1	ENSG00000092847	chr1:36330000	1.59	1.388001
AGO2	ENSG00000123908	chr8:141640000	33.22	32.410001
AGO3	ENSG00000126070	chr1:36390000	2.37	2.064001
AGO4	ENSG00000134698	chr1:36270000	3.28	2.884001
AGPAT1	no_id	chr6:32140000	0.0	1e-06
AGPAT2	ENSG00000169692	chr9:139580000	16.33	15.422001
AGPAT3	ENSG00000160216	chr21:45280000	27.88	27.188001
AGPAT4	ENSG00000026652	chr6:161690000	4.35	3.866001
AGPAT5	ENSG00000155189	chr8:6560000	292.88	286.782001
AGPS	ENSG00000018510	chr2:178250000	16.79	15.872001
AGR2	ENSG00000106541	chr7:16840000	1.89	1.650001
AGRN	ENSG00000188157	chr1:950000	85.37	84.810001
AGT	ENSG00000135744	chr1:230850000	0.45	0.436001
AGTPBP1	ENSG00000135049	chr9:88350000	22.08	21.126001
AGTR2	ENSG00000180772	Notinthiscell	0.0	1e-06
AGTRAP	ENSG00000177674	chr1:11790000	14.31	13.526001
AHCTF1	ENSG00000153207	chr1:247090000	86.97	86.214001
AHCY	ENSG00000101444	chr20:32890000	143.51	143.246001
AHCYL1	ENSG00000168710	chr1:110520000	105.13	103.500001
AHCYL2	ENSG00000158467	chr7:128860000	19.83	18.934001
AHDC1	ENSG00000126705	chr1:27930000	3.05	2.686001
AHI1	ENSG00000135541	chr6:135810000	25.2	24.196001
AHNAK	ENSG00000124942	chr11:62310000	90.71	89.950001
AHNAK2	ENSG00000185567	chr14:105440000	161.33	161.206001
AHR	ENSG00000106546	chr7:17330000	13.96	13.198001
AHSA1	ENSG00000100591	chr14:77920000	93.07	91.734001
AHSA2	no_id	chr2:61400000	0.0	1e-06
AHSP	ENSG00000169877	Notinthiscell	0.0	1e-06
AICDA	ENSG00000111732	Notinthiscell	0.11	0.148001
AIDA	ENSG00000186063	chr1:222880000	30.99	30.040001
AIF1	no_id	chr6:31580000	0.0	1e-06
AIF1L	ENSG00000126878	chr9:133970000	21.38	20.398001
AIFM1	ENSG00000156709	chrX:129290000	20.36	19.506001
AIFM2	ENSG00000042286	chr10:71890000	4.5	4.012001
AIG1	ENSG00000146416	chr6:143380000	7.86	7.162001
AIM1	no_id	chr6:106950000	0.0	1e-06
AIM2	ENSG00000163568	chr1:159040000	0.0	1e-06
AIMP1	ENSG00000164022	chr4:107230000	112.25	111.874001
AIMP2	ENSG00000106305	chr7:6040000	24.65	23.674001
AIP	ENSG00000110711	chr11:67250000	106.94	105.340001
AIRE	ENSG00000160224	AIRE	0.0	1e-06
AJAP1	ENSG00000196581	Notinthiscell	0.0	1e-06
AJUBA	ENSG00000129474	chr14:23450000	3.81	3.380001
AK1	ENSG00000106992	chr9:130640000	23.1	22.094001
AK2	ENSG00000004455	chr1:33500000	86.93	86.132001
AK3	ENSG00000147853	chr9:4740000	12.66	11.904001
AK4	ENSG00000162433	chr1:65610000	16.68	15.756001
AK5	ENSG00000154027	chr1:77740000	0.1	0.142001
AK7	ENSG00000140057	chr14:96850000	1.41	1.218001
AK8	ENSG00000165695	chr9:135750000	0.06	0.102001
AK9	ENSG00000155085	chr6:110010000	12.81	12.056001
AKAP1	ENSG00000121057	chr17:55160000	42.55	41.744001
AKAP10	ENSG00000108599	chr17:19880000	26.75	25.938001
AKAP11	ENSG00000023516	chr13:42840000	4.94	4.436001
AKAP12	ENSG00000131016	chr6:151560000	300.16	296.140001
AKAP13	ENSG00000170776	chr15:85920000	92.09	90.858001
AKAP14	ENSG00000186471	chrX:119020000	0.0	1e-06
AKAP2	ENSG00000241978	chr9:112810000	0.23	0.246001
AKAP3	ENSG00000111254	chr12:4750000	0.31	0.322001
AKAP4	ENSG00000147081	chrX:49960000	0.0	1e-06
AKAP5	ENSG00000179841	chr14:64930000	0.54	0.514001
AKAP6	ENSG00000151320	chr14:32790000	0.81	0.752001
AKAP7	ENSG00000118507	Notinthiscell	6.45	5.844001
AKAP8	ENSG00000105127	chr19:15490000	25.35	24.500001
AKAP8L	ENSG00000011243	chr19:15520000	150.92	151.448001
AKAP9	ENSG00000127914	chr7:91570000	107.01	105.588001
AKIP1	ENSG00000166452	chr11:8930000	14.18	13.410001
AKIRIN1	ENSG00000174574	chr1:39450000	27.68	26.906001
AKIRIN2	ENSG00000135334	chr6:88410000	19.08	18.068001
AKNA	ENSG00000106948	chr9:117150000	2.62	2.304001
AKNAD1	ENSG00000162641	chr1:109400000	0.0	1e-06
AKR1A1	ENSG00000117448	chr1:46010000	68.18	66.908001
AKR1B1	ENSG00000085662	chr7:134140000	38.15	37.334001
AKR1B10	ENSG00000198074	chr7:134210000	0.0	1e-06
AKR1C1	ENSG00000187134	chr10:5000000	0.93	0.840001
AKR1C2	ENSG00000151632	chr10:5060000	0.53	0.506001
AKR1E2	ENSG00000165568	chr10:4860000	0.0	1e-06
AKR7A2	ENSG00000053371	chr1:19630000	43.74	42.712001
AKT1	ENSG00000142208	chr14:105260000	87.89	87.278001
AKT1S1	ENSG00000204673	chr19:50380000	12.24	11.474001
AKT2	ENSG00000105221	chr19:40790000	54.23	52.904001
AKT3	no_id	chr1:244000000	0.0	1e-06
AKTIP	ENSG00000166971	chr16:53530000	9.43	8.708001
ALAD	ENSG00000148218	chr9:116160000	6.33	5.724001
ALAS1	ENSG00000023330	chr3:52230000	21.78	20.828001
ALAS2	ENSG00000158578	Notinthiscell	0.28	0.292001
ALB	ENSG00000163631	chr4:74260000	4.04	3.600001
ALCAM	ENSG00000170017	chr3:105080000	24.01	23.002001
ALDH16A1	ENSG00000161618	chr19:49950000	12.85	12.094001
ALDH18A1	ENSG00000059573	chr10:97410000	111.51	111.150001
ALDH1A1	ENSG00000165092	Notinthiscell	0.0	1e-06
ALDH1A2	ENSG00000128918	Notinthiscell	1.74	1.522001
ALDH1A3	ENSG00000184254	chr15:101410000	3.64	3.246001
ALDH1B1	ENSG00000137124	chr9:38390000	9.24	8.512001
ALDH1L1	ENSG00000144908	Notinthiscell	0.0	1e-06
ALDH1L2	ENSG00000136010	chr12:105470000	0.09	0.132001
ALDH2	ENSG00000111275	chr12:112200000	2.43	2.122001
ALDH3A1	ENSG00000108602	chr17:19650000	1.09	0.970001
ALDH3A2	ENSG00000072210	chr17:19550000	13.98	13.226001
ALDH3B1	ENSG00000006534	chr11:67770000	44.52	43.622001
ALDH3B2	ENSG00000132746	Notinthiscell	0.0	1e-06
ALDH4A1	ENSG00000159423	chr1:19220000	1.43	1.246001
ALDH5A1	ENSG00000112294	chr6:24490000	2.98	2.614001
ALDH6A1	ENSG00000119711	chr14:74550000	22.53	21.558001
ALDH7A1	ENSG00000164904	chr5:125930000	193.11	192.422001
ALDH8A1	ENSG00000118514	chr6:135270000	0.05	0.094001
ALDH9A1	ENSG00000143149	chr1:165660000	107.72	106.462001
ALDOA	ENSG00000149925	chr16:30060000	3888.57	3025.468001
ALDOB	ENSG00000136872	chr9:104190000	0.0	1e-06
ALDOC	ENSG00000109107	chr17:26900000	29.43	28.710001
ALG1	ENSG00000033011	chr16:5120000	10.95	10.092001
ALG10	ENSG00000139133	chr12:34170000	1.52	1.326001
ALG10B	ENSG00000175548	chr12:38710000	1.49	1.296001
ALG11	ENSG00000253710	chr13:52580000	1.98	1.712001
ALG12	ENSG00000182858	chr22:50310000	5.01	4.510001
ALG13	ENSG00000101901	chrX:110920000	40.92	39.948001
ALG14	ENSG00000172339	chr1:95530000	0.63	0.586001
ALG2	ENSG00000119523	chr9:101980000	4.86	4.352001
ALG3	ENSG00000214160	chr3:183960000	27.7	26.920001
