name	gene_id	bin	FPKM	expression
ABHD13	ENSG00000139826	chr13:108870000	4.43	4.064001
ABHD14A	ENSG00000248487	chr3:52000000	0.48	0.408001
ABHD14B	ENSG00000114779	chr3:52000000	6.06	5.642001
ABHD15	ENSG00000168792	chr17:27890000	1.46	1.244001
ABHD16A	no_id	chr6:31670000	0.0	1e-06
ABHD17A	ENSG00000129968	chr19:1880000	7.63	7.066001
ABHD17B	ENSG00000107362	chr9:74520000	10.26	9.498001
ABHD17C	ENSG00000136379	chr15:80980000	0.95	0.804001
ABHD2	ENSG00000140526	chr15:89630000	29.25	26.702001
ABHD3	ENSG00000158201	chr18:19280000	1.79	1.528001
ABHD4	ENSG00000100439	chr14:23060000	4.38	4.004001
ABHD5	ENSG00000011198	chr3:43730000	11.09	10.250001
ABHD6	ENSG00000163686	chr3:58220000	1.39	1.186001
ABHD8	ENSG00000127220	chr19:17410000	0.46	0.396001
ABI1	ENSG00000136754	chr10:27150000	36.9	33.710001
ABI2	ENSG00000138443	chr2:204190000	32.1	29.226001
ABI3	ENSG00000108798	chr17:47280000	11.85	10.988001
ABI3BP	ENSG00000154175	chr3:100710000	267.79	249.250001
ABL1	ENSG00000097007	chr9:133580000	13.71	12.458001
ABL2	ENSG00000143322	chr1:179190000	18.64	17.094001
ABLIM1	ENSG00000099204	chr10:116520000	30.39	27.636001
ABLIM2	ENSG00000163995	chr4:8160000	0.12	0.118001
ABLIM3	ENSG00000173210	chr5:148520000	12.41	11.410001
ABR	no_id	chr17:1130000	0.0	1e-06
ABRA	ENSG00000174429	Notinthiscell	0.0	1e-06
ABRACL	ENSG00000146386	chr6:139340000	64.69	58.708001
ABT1	ENSG00000146109	chr6:26590000	5.09	4.694001
ABTB1	ENSG00000114626	chr3:127390000	3.59	3.194001
ABTB2	ENSG00000166016	chr11:34370000	0.17	0.160001
ACAA1	ENSG00000060971	chr3:38170000	21.05	19.284001
ACAA2	ENSG00000167315	chr18:47340000	24.88	22.862001
ACACA	no_id	chr17:35760000	0.0	1e-06
ACACB	ENSG00000076555	Notinthiscell	0.32	0.288001
ACAD10	ENSG00000111271	chr12:112120000	3.75	3.352001
ACAD11	ENSG00000240303	chr3:132370000	5.41	4.980001
ACAD8	ENSG00000151498	chr11:134120000	6.17	5.754001
ACAD9	ENSG00000177646	chr3:128590000	13.59	12.372001
ACADL	ENSG00000115361	Notinthiscell	0.0	1e-06
ACADM	ENSG00000117054	chr1:76190000	31.78	28.890001
ACADS	ENSG00000122971	chr12:121160000	1.31	1.108001
ACADSB	ENSG00000196177	chr10:124760000	5.92	5.478001
ACADVL	ENSG00000072778	chr17:7120000	114.82	102.778001
ACAN	ENSG00000157766	Notinthiscell	0.0	1e-06
ACAP1	ENSG00000072818	chr17:7230000	0.02	0.026001
ACAP2	ENSG00000114331	chr3:195160000	41.67	38.182001
ACAP3	ENSG00000131584	chr1:1240000	11.65	10.788001
ACAT1	ENSG00000075239	chr11:107990000	81.66	72.414001
ACAT2	ENSG00000120437	chr6:160180000	22.93	21.280001
ACBD3	ENSG00000182827	chr1:226370000	36.94	33.748001
ACBD4	ENSG00000181513	chr17:43200000	1.38	1.176001
ACBD5	ENSG00000107897	chr10:27530000	15.83	14.452001
ACBD6	ENSG00000230124	chr1:180470000	1.02	0.872001
ACBD7	ENSG00000176244	chr10:15130000	8.3	7.696001
ACCS	ENSG00000110455	chr11:44080000	1.34	1.136001
ACD	ENSG00000102977	chr16:67690000	6.71	6.246001
ACE	ENSG00000159640	chr17:61550000	25.24	23.242001
ACE2	ENSG00000130234	Notinthiscell	0.0	1e-06
ACER1	ENSG00000167769	Notinthiscell	0.0	1e-06
ACER2	ENSG00000177076	chr9:19400000	0.64	0.536001
ACER3	ENSG00000078124	chr11:76570000	11.65	10.788001
ACHE	ENSG00000087085	chr7:100490000	0.03	0.034001
ACIN1	ENSG00000100813	chr14:23560000	69.56	63.046001
ACKR2	ENSG00000144648	Notinthiscell	0.0	1e-06
ACKR3	ENSG00000144476	chr2:237470000	6.07	5.654001
ACKR4	ENSG00000129048	chr3:132310000	0.34	0.304001
ACLY	ENSG00000131473	chr17:40070000	257.64	238.784001
ACMSD	ENSG00000153086	Notinthiscell	0.0	1e-06
ACO1	ENSG00000122729	chr9:32380000	17.1	15.644001
ACO2	ENSG00000100412	chr22:41860000	40.0	36.696001
ACOT1	ENSG00000184227	chr14:74000000	1.61	1.366001
ACOT11	ENSG00000162390	chr1:55010000	1.47	1.252001
ACOT13	ENSG00000112304	chr6:24660000	53.22	49.304001
ACOT2	ENSG00000119673	chr14:74030000	12.02	11.146001
ACOT4	ENSG00000177465	chr14:74050000	0.0	1e-06
ACOT7	ENSG00000097021	chr1:6450000	32.76	29.874001
ACOT8	ENSG00000101473	chr20:44480000	14.27	13.034001
ACOT9	ENSG00000123130	chrX:23760000	38.2	34.860001
ACOX1	ENSG00000161533	chr17:73970000	28.0	25.676001
ACOX2	ENSG00000168306	chr3:58520000	0.62	0.518001
ACOX3	ENSG00000087008	chr4:8440000	13.32	12.204001
ACOXL	ENSG00000153093	Notinthiscell	0.0	1e-06
ACP1	ENSG00000143727	chr2:260000	243.31	225.430001
ACP2	ENSG00000134575	chr11:47270000	8.68	8.076001
ACP5	ENSG00000102575	chr19:11680000	0.37	0.326001
ACP6	ENSG00000162836	chr1:147140000	1.31	1.108001
ACPP	ENSG00000014257	Notinthiscell	0.0	1e-06
ACRBP	ENSG00000111644	chr12:6750000	0.2	0.182001
ACRC	no_id	Notinthiscell	0.0	1e-06
ACSBG1	ENSG00000103740	Notinthiscell	0.0	1e-06
ACSF2	ENSG00000167107	chr17:48500000	47.33	43.492001
ACSF3	ENSG00000176715	chr16:89160000	5.87	5.438001
ACSL1	ENSG00000151726	chr4:185740000	15.5	14.124001
ACSL3	ENSG00000123983	chr2:223720000	348.91	319.550001
ACSL4	ENSG00000068366	chrX:108970000	65.7	59.678001
ACSL5	ENSG00000197142	chr10:114130000	1.7	1.452001
ACSL6	ENSG00000164398	Notinthiscell	0.0	1e-06
ACSM3	ENSG00000005187	chr16:20770000	2.84	2.490001
ACSM5	ENSG00000183549	chr16:20420000	0.02	0.026001
ACSS1	ENSG00000154930	chr20:25030000	0.62	0.518001
ACSS2	ENSG00000131069	chr20:33460000	13.85	12.604001
ACTA1	ENSG00000143632	Notinthiscell	0.0	1e-06
ACTA2	ENSG00000107796	chr10:90750000	4.62	4.252001
ACTB	ENSG00000075624	chr7:5570000	3822.04	4824.056001
ACTBL2	ENSG00000169067	Notinthiscell	0.02	0.026001
ACTG1	ENSG00000184009	chr17:79470000	7309.6	11212.494001
ACTG2	ENSG00000163017	chr2:74120000	0.0	1e-06
ACTL6A	ENSG00000136518	chr3:179280000	60.84	55.620001
ACTL6B	ENSG00000077080	Notinthiscell	0.0	1e-06
ACTL8	ENSG00000117148	Notinthiscell	0.0	1e-06
ACTN1	ENSG00000072110	chr14:69440000	266.9	246.410001
ACTN2	ENSG00000077522	chr1:236840000	3.77	3.382001
ACTN4	no_id	chr19:39130000	0.0	1e-06
ACTR10	ENSG00000131966	chr14:58660000	46.6	42.840001
ACTR1A	ENSG00000138107	chr10:104260000	46.6	42.840001
ACTR1B	ENSG00000115073	chr2:98280000	27.92	25.618001
ACTR2	ENSG00000138071	chr2:65450000	336.08	306.906001
ACTR3	ENSG00000115091	chr2:114640000	302.68	273.492001
ACTR3B	ENSG00000133627	chr7:152450000	4.12	3.746001
ACTR3C	ENSG00000106526	chr7:150020000	0.54	0.452001
ACTR5	ENSG00000101442	chr20:37370000	6.37	5.936001
ACTR8	ENSG00000113812	chr3:53910000	27.69	25.376001
ACTRT3	ENSG00000184378	chr3:169480000	1.01	0.868001
ACVR1	ENSG00000115170	chr2:158730000	18.97	17.398001
ACVR1B	ENSG00000135503	chr12:52340000	5.13	4.734001
ACVR1C	ENSG00000123612	Notinthiscell	0.0	1e-06
ACVR2A	ENSG00000121989	chr2:148600000	2.82	2.472001
ACVR2B	ENSG00000114739	chr3:38490000	0.65	0.546001
ACVRL1	ENSG00000139567	chr12:52300000	49.93	45.858001
ACY1	ENSG00000243989	chr3:52010000	2.26	1.960001
ACY3	ENSG00000132744	Notinthiscell	0.0	1e-06
ACYP1	ENSG00000119640	chr14:75530000	10.22	9.450001
ACYP2	ENSG00000170634	chr2:54190000	3.5	3.106001
ADA	ENSG00000196839	chr20:43280000	16.15	14.710001
ADAL	ENSG00000168803	chr15:43620000	2.18	1.888001
ADAM10	ENSG00000137845	chr15:59040000	74.97	67.258001
ADAM11	ENSG00000073670	chr17:42830000	0.74	0.626001
ADAM12	ENSG00000148848	Notinthiscell	0.27	0.242001
ADAM15	ENSG00000143537	chr1:155020000	105.41	93.778001
ADAM17	ENSG00000151694	chr2:9690000	27.2	24.962001
ADAM19	ENSG00000135074	chr5:157000000	9.84	9.066001
ADAM22	ENSG00000008277	chr7:87560000	0.39	0.340001
ADAM23	ENSG00000114948	chr2:207300000	16.51	15.046001
ADAM28	ENSG00000042980	Notinthiscell	0.36	0.322001
ADAM32	no_id	Notinthiscell	0.0	1e-06
ADAM8	ENSG00000151651	Notinthiscell	0.0	1e-06
ADAM9	no_id	chr8:38850000	0.0	1e-06
ADAMDEC1	ENSG00000134028	Notinthiscell	0.0	1e-06
ADAMTS1	ENSG00000154734	chr21:28210000	54.2	50.068001
ADAMTS10	ENSG00000142303	chr19:8670000	2.54	2.190001
ADAMTS12	no_id	chr5:33890000	0.0	1e-06
ADAMTS13	no_id	Notinthiscell	0.0	1e-06
ADAMTS14	ENSG00000138316	Notinthiscell	0.0	1e-06
ADAMTS17	ENSG00000140470	chr15:100880000	0.03	0.034001
ADAMTS18	ENSG00000140873	chr16:77460000	4.35	3.968001
ADAMTS19	ENSG00000145808	Notinthiscell	0.0	1e-06
ADAMTS2	no_id	Notinthiscell	0.0	1e-06
ADAMTS3	ENSG00000156140	chr4:73430000	0.35	0.314001
ADAMTS4	ENSG00000158859	chr1:161160000	1.8	1.542001
ADAMTS5	ENSG00000154736	Notinthiscell	0.0	1e-06
ADAMTS6	ENSG00000049192	chr5:64770000	14.35	13.114001
ADAMTS7	ENSG00000136378	chr15:79100000	5.35	4.926001
ADAMTS9	ENSG00000163638	chr3:64670000	7.22	6.726001
ADAMTSL1	ENSG00000178031	chr9:18470000	26.74	24.618001
ADAMTSL2	ENSG00000197859	Notinthiscell	0.0	1e-06
ADAMTSL3	ENSG00000156218	Notinthiscell	0.04	0.040001
ADAMTSL4	ENSG00000143382	chr1:150520000	0.63	0.524001
ADAMTSL5	ENSG00000185761	Notinthiscell	0.0	1e-06
ADAP1	ENSG00000105963	chr7:990000	0.0	1e-06
ADAP2	ENSG00000184060	chr17:29240000	0.59	0.490001
ADAR	ENSG00000160710	chr1:154600000	44.25	40.522001
ADARB1	ENSG00000197381	chr21:46490000	21.97	20.286001
ADARB2	ENSG00000185736	Notinthiscell	0.0	1e-06
ADAT1	ENSG00000065457	chr16:75650000	15.27	13.948001
ADAT2	ENSG00000189007	chr6:143770000	5.87	5.438001
ADAT3	ENSG00000213638	chr19:1900000	0.25	0.228001
ADCK1	ENSG00000063761	chr14:78260000	1.26	1.060001
ADCK2	ENSG00000133597	chr7:140370000	7.35	6.824001
ADCK3	no_id	chr1:227120000	0.0	1e-06
ADCK4	no_id	chr19:41220000	0.0	1e-06
ADCK5	ENSG00000173137	chr8:145590000	1.64	1.394001
ADCY1	ENSG00000164742	chr7:45610000	0.21	0.188001
ADCY2	ENSG00000078295	Notinthiscell	0.0	1e-06
ADCY3	ENSG00000138031	chr2:25140000	36.03	32.760001
ADCY4	ENSG00000129467	chr14:24800000	19.94	18.292001
ADCY5	ENSG00000173175	Notinthiscell	0.0	1e-06
ADCY6	ENSG00000174233	chr12:49180000	8.64	8.048001
ADCY7	ENSG00000121281	chr16:50300000	2.33	2.006001
ADCY9	ENSG00000162104	chr16:4160000	5.05	4.666001
ADCYAP1	ENSG00000141433	Notinthiscell	0.0	1e-06
ADD1	ENSG00000087274	chr4:2840000	252.29	234.564001
ADD2	ENSG00000075340	chr2:70990000	0.07	0.070001
ADD3	ENSG00000148700	chr10:111750000	125.72	112.224001
ADGB	ENSG00000118492	Notinthiscell	0.0	1e-06
ADH1B	ENSG00000196616	Notinthiscell	0.0	1e-06
ADH5	ENSG00000197894	chr4:100000000	29.94	27.226001
ADH6	ENSG00000172955	Notinthiscell	0.0	1e-06
ADH7	ENSG00000196344	Notinthiscell	0.0	1e-06
ADHFE1	ENSG00000147576	chr8:67340000	0.88	0.740001
ADI1	no_id	chr2:3520000	0.0	1e-06
ADIPOQ	ENSG00000181092	Notinthiscell	0.0	1e-06
ADIPOR1	ENSG00000159346	chr1:202920000	15.03	13.674001
ADIPOR2	ENSG00000006831	chr12:1800000	11.65	10.788001
ADIRF	ENSG00000148671	chr10:88720000	8.5	7.892001
ADK	ENSG00000156110	chr10:75910000	42.66	39.112001
ADM	ENSG00000148926	chr11:10320000	5.52	5.082001
ADM2	ENSG00000128165	chr22:50920000	0.06	0.056001
ADNP	ENSG00000101126	chr20:49540000	18.35	16.836001
ADNP2	ENSG00000101544	chr18:77860000	9.4	8.718001
ADO	ENSG00000181915	chr10:64560000	1.72	1.472001
ADORA1	ENSG00000163485	Notinthiscell	0.0	1e-06
ADORA2A	ENSG00000128271	chr22:24810000	0.0	1e-06
ADORA2B	ENSG00000170425	chr17:15840000	1.62	1.376001
ADORA3	no_id	Notinthiscell	0.0	1e-06
ADPGK	ENSG00000159322	chr15:73070000	22.14	20.478001
ADPRH	ENSG00000144843	chr3:119290000	1.34	1.136001
ADPRHL1	ENSG00000153531	chr13:114100000	0.22	0.198001
ADPRHL2	ENSG00000116863	chr1:36550000	6.61	6.178001
ADPRM	ENSG00000170222	chr17:10600000	2.99	2.602001
ADRA1B	ENSG00000170214	Notinthiscell	0.2	0.182001
ADRA1D	ENSG00000171873	chr20:4220000	0.05	0.048001
ADRA2A	ENSG00000150594	Notinthiscell	0.0	1e-06
ADRB1	ENSG00000043591	chr10:115800000	1.06	0.912001
ADRB2	ENSG00000169252	chr5:148200000	0.29	0.260001
ADRB3	ENSG00000188778	Notinthiscell	0.0	1e-06
ADRM1	ENSG00000130706	chr20:60870000	196.4	180.190001
ADSL	ENSG00000239900	chr22:40740000	91.88	81.090001
ADSS	ENSG00000035687	chr1:244610000	107.42	95.640001
ADSSL1	ENSG00000185100	chr14:105190000	1.07	0.916001
ADTRP	ENSG00000111863	Notinthiscell	18.11	16.582001
AEBP1	ENSG00000106624	chr7:44140000	30.77	28.018001
AEBP2	ENSG00000139154	chr12:19590000	23.57	21.834001
AEN	ENSG00000181026	chr15:89160000	17.8	16.250001
AES	ENSG00000104964	chr19:3060000	330.18	298.746001
AFAP1	ENSG00000196526	chr4:7940000	43.98	40.228001
AFAP1L1	ENSG00000157510	chr5:148650000	15.84	14.468001
AFAP1L2	ENSG00000169129	chr10:116160000	0.01	0.018001
AFF1	ENSG00000172493	chr4:87850000	25.72	23.696001
AFF2	ENSG00000155966	chrX:147580000	0.01	0.018001
AFF3	ENSG00000144218	chr2:100750000	1.55	1.318001
AFF4	ENSG00000072364	chr5:132290000	75.3	67.560001
AFG3L2	ENSG00000141385	chr18:12370000	49.63	45.562001
AFMID	ENSG00000183077	chr17:76180000	9.91	9.126001
AFP	ENSG00000081051	Notinthiscell	0.65	0.546001
AFTPH	ENSG00000119844	chr2:64750000	10.2	9.430001
AGA	ENSG00000038002	chr4:178360000	25.29	23.298001
AGAP1	ENSG00000157985	chr2:236400000	4.83	4.468001
AGAP2	ENSG00000135439	Notinthiscell	0.11	0.108001
AGAP3	ENSG00000133612	chr7:150780000	25.74	23.728001
AGBL2	ENSG00000165923	chr11:47730000	0.0	1e-06
AGBL3	ENSG00000146856	chr7:134670000	0.49	0.418001
AGBL5	ENSG00000084693	chr2:27270000	43.22	39.570001
AGFG1	ENSG00000173744	chr2:228330000	33.5	30.628001
AGFG2	ENSG00000106351	chr7:100130000	1.41	1.202001
AGGF1	ENSG00000164252	chr5:76320000	20.72	18.964001
AGK	no_id	chr7:141250000	0.0	1e-06
AGL	ENSG00000162688	chr1:100310000	6.0	5.558001
AGMAT	ENSG00000116771	chr1:15910000	1.35	1.150001
AGMO	ENSG00000187546	chr7:15600000	0.26	0.236001
AGO1	ENSG00000092847	chr1:36330000	3.22	2.818001
AGO2	ENSG00000123908	chr8:141640000	25.53	23.524001
AGO3	ENSG00000126070	chr1:36390000	4.45	4.088001
AGO4	ENSG00000134698	chr1:36270000	3.07	2.664001
AGPAT1	no_id	chr6:32140000	0.0	1e-06
AGPAT2	ENSG00000169692	chr9:139580000	3.16	2.760001
AGPAT3	ENSG00000160216	chr21:45280000	64.19	58.288001
AGPAT4	ENSG00000026652	chr6:161690000	19.43	17.840001
AGPAT5	ENSG00000155189	chr8:6560000	333.51	304.546001
AGPS	ENSG00000018510	chr2:178250000	51.43	47.348001
AGR2	ENSG00000106541	Notinthiscell	0.07	0.070001
AGRN	ENSG00000188157	chr1:950000	38.14	34.792001
AGT	ENSG00000135744	Notinthiscell	0.02	0.026001
AGTPBP1	ENSG00000135049	chr9:88350000	22.37	20.710001
AGTR2	ENSG00000180772	Notinthiscell	0.0	1e-06
AGTRAP	ENSG00000177674	chr1:11790000	3.68	3.268001
AHCTF1	ENSG00000153207	Notinthiscell	37.32	34.140001
AHCY	ENSG00000101444	chr20:32890000	57.12	52.580001
AHCYL1	ENSG00000168710	chr1:110520000	73.2	65.980001
AHCYL2	ENSG00000158467	chr7:128860000	24.72	22.718001
AHDC1	ENSG00000126705	chr1:27930000	1.73	1.482001
AHI1	ENSG00000135541	chr6:135810000	13.92	12.662001
AHNAK	ENSG00000124942	chr11:62310000	128.09	114.204001
AHNAK2	ENSG00000185567	chr14:105440000	69.77	63.340001
AHR	ENSG00000106546	chr7:17330000	10.69	9.918001
AHSA1	ENSG00000100591	chr14:77920000	147.59	132.692001
AHSA2	no_id	chr2:61400000	0.0	1e-06
AHSP	ENSG00000169877	Notinthiscell	0.0	1e-06
AICDA	ENSG00000111732	Notinthiscell	0.0	1e-06
AIDA	ENSG00000186063	chr1:222880000	39.48	36.122001
AIF1	no_id	chr6:31580000	0.0	1e-06
AIF1L	ENSG00000126878	chr9:133970000	2.39	2.054001
AIFM1	ENSG00000156709	chrX:129290000	38.88	35.468001
AIFM2	ENSG00000042286	chr10:71890000	4.64	4.290001
AIG1	ENSG00000146416	chr6:143380000	2.78	2.432001
AIM1	no_id	chr6:106950000	0.0	1e-06
AIM2	ENSG00000163568	Notinthiscell	0.0	1e-06
AIMP1	ENSG00000164022	chr4:107230000	94.93	83.616001
AIMP2	ENSG00000106305	chr7:6040000	28.86	26.350001
AIP	ENSG00000110711	chr11:67250000	33.17	30.260001
AIRE	ENSG00000160224	AIRE	0.0	1e-06
AJAP1	ENSG00000196581	Notinthiscell	0.0	1e-06
AJUBA	ENSG00000129474	chr14:23450000	5.64	5.204001
AK1	ENSG00000106992	chr9:130640000	75.85	68.002001
AK2	ENSG00000004455	chr1:33500000	36.63	33.404001
AK3	ENSG00000147853	chr9:4740000	8.39	7.788001
AK4	ENSG00000162433	chr1:65610000	2.6	2.252001
AK5	ENSG00000154027	chr1:77740000	42.6	39.062001
AK7	ENSG00000140057	chr14:96850000	0.01	0.018001
AK8	ENSG00000165695	chr9:135750000	0.0	1e-06
AK9	ENSG00000155085	chr6:110010000	6.47	6.046001
AKAP1	ENSG00000121057	chr17:55160000	34.02	31.050001
AKAP10	ENSG00000108599	chr17:19880000	15.84	14.468001
AKAP11	ENSG00000023516	chr13:42840000	8.51	7.902001
AKAP12	ENSG00000131016	chr6:151560000	206.22	187.846001
AKAP13	ENSG00000170776	chr15:85920000	102.59	91.044001
AKAP14	ENSG00000186471	Notinthiscell	0.0	1e-06
AKAP2	ENSG00000241978	chr9:112810000	197.71	181.854001
AKAP3	ENSG00000111254	chr12:4750000	0.08	0.076001
AKAP4	ENSG00000147081	Notinthiscell	0.06	0.056001
AKAP5	ENSG00000179841	chr14:64930000	0.18	0.170001
AKAP6	ENSG00000151320	Notinthiscell	0.18	0.170001
AKAP7	ENSG00000118507	chr6:131450000	6.95	6.460001
AKAP8	ENSG00000105127	chr19:15490000	26.64	24.510001
AKAP8L	ENSG00000011243	chr19:15520000	98.26	87.388001
AKAP9	ENSG00000127914	chr7:91570000	143.01	128.554001
AKIP1	ENSG00000166452	chr11:8930000	19.69	18.082001
AKIRIN1	ENSG00000174574	chr1:39450000	37.57	34.338001
AKIRIN2	ENSG00000135334	chr6:88410000	18.57	17.008001
AKNA	ENSG00000106948	chr9:117150000	3.38	2.980001
AKNAD1	ENSG00000162641	chr1:109400000	0.0	1e-06
AKR1A1	ENSG00000117448	chr1:46010000	55.4	51.212001
AKR1B1	ENSG00000085662	chr7:134140000	42.94	39.370001
AKR1B10	ENSG00000198074	Notinthiscell	0.19	0.176001
AKR1C1	ENSG00000187134	chr10:5000000	0.1	0.098001
AKR1C2	ENSG00000151632	chr10:5060000	0.14	0.134001
AKR1E2	ENSG00000165568	chr10:4860000	2.23	1.938001
AKR7A2	ENSG00000053371	chr1:19630000	21.51	19.704001
AKT1	ENSG00000142208	chr14:105260000	111.31	99.328001
AKT1S1	ENSG00000204673	chr19:50380000	13.92	12.662001
AKT2	ENSG00000105221	chr19:40790000	14.15	12.922001
AKT3	no_id	chr1:244000000	0.0	1e-06
AKTIP	ENSG00000166971	chr16:53530000	16.37	14.942001
ALAD	ENSG00000148218	chr9:116160000	6.21	5.812001
ALAS1	ENSG00000023330	chr3:52230000	25.69	23.688001
ALAS2	ENSG00000158578	Notinthiscell	0.0	1e-06
ALB	ENSG00000163631	chr4:74260000	1.08	0.924001
ALCAM	ENSG00000170017	chr3:105080000	77.3	69.018001
ALDH16A1	ENSG00000161618	chr19:49950000	6.92	6.438001
ALDH18A1	ENSG00000059573	chr10:97410000	122.81	110.110001
ALDH1A1	ENSG00000165092	chr9:75560000	83.03	73.324001
ALDH1A2	ENSG00000128918	chr15:58350000	11.4	10.552001
ALDH1A3	ENSG00000184254	chr15:101410000	3.17	2.766001
ALDH1B1	ENSG00000137124	chr9:38390000	10.4	9.650001
ALDH1L1	ENSG00000144908	Notinthiscell	0.0	1e-06
ALDH1L2	ENSG00000136010	chr12:105470000	1.51	1.282001
ALDH2	ENSG00000111275	chr12:112200000	25.3	23.312001
ALDH3A1	ENSG00000108602	chr17:19650000	0.0	1e-06
ALDH3A2	ENSG00000072210	chr17:19550000	9.03	8.418001
ALDH3B1	ENSG00000006534	chr11:67770000	0.04	0.040001
ALDH3B2	ENSG00000132746	Notinthiscell	0.0	1e-06
ALDH4A1	ENSG00000159423	chr1:19220000	4.82	4.456001
ALDH5A1	ENSG00000112294	chr6:24490000	0.56	0.470001
ALDH6A1	ENSG00000119711	chr14:74550000	2.5	2.152001
ALDH7A1	ENSG00000164904	chr5:125930000	157.25	141.632001
ALDH8A1	ENSG00000118514	Notinthiscell	0.03	0.034001
ALDH9A1	ENSG00000143149	chr1:165660000	60.93	55.744001
ALDOA	ENSG00000149925	chr16:30060000	1183.75	1406.616001
ALDOB	ENSG00000136872	Notinthiscell	0.04	0.040001
ALDOC	ENSG00000109107	chr17:26900000	3.13	2.718001
ALG1	ENSG00000033011	chr16:5120000	16.5	15.032001
ALG10	ENSG00000139133	chr12:34170000	0.51	0.434001
ALG10B	ENSG00000175548	chr12:38710000	0.29	0.260001
ALG11	ENSG00000253710	chr13:52580000	6.11	5.696001
ALG12	ENSG00000182858	chr22:50310000	4.31	3.926001
ALG13	ENSG00000101901	chrX:110920000	21.12	19.364001
ALG14	ENSG00000172339	chr1:95530000	0.99	0.846001
ALG2	ENSG00000119523	chr9:101980000	8.75	8.144001
ALG3	ENSG00000214160	chr3:183960000	12.24	11.294001
