name	gene_id	bin	FPKM	expression
ABCB10	ENSG00000135776	chr1:229690000	1.3	1.436001
ABCB4	ENSG00000005471	Notinthiscell	0.08	0.032001
ABCB6	ENSG00000115657	chr2:220080000	12.75	17.448001
ABCB7	ENSG00000131269	chrX:74370000	6.87	9.476001
ABCB8	ENSG00000197150	chr7:150720000	7.32	10.116001
ABCB9	ENSG00000150967	chr12:123450000	0.71	0.646001
ABCC1	no_id	chr16:16040000	0.0	1e-06
ABCC10	ENSG00000124574	chr6:43390000	2.51	3.306001
ABCC2	ENSG00000023839	chr10:101540000	0.72	0.658001
ABCC3	ENSG00000108846	chr17:48710000	11.53	15.868001
ABCC4	ENSG00000125257	chr13:95950000	1.23	1.342001
ABCC5	ENSG00000114770	chr3:183730000	5.4	7.410001
ABCC8	ENSG00000006071	Notinthiscell	0.0	1e-06
ABCD1	ENSG00000101986	chrX:152990000	0.23	0.144001
ABCD2	ENSG00000173208	Notinthiscell	0.0	1e-06
ABCD3	ENSG00000117528	chr1:94880000	21.08	28.952001
ABCD4	ENSG00000119688	chr14:74760000	13.06	17.876001
ABCE1	ENSG00000164163	chr4:146010000	56.53	74.878001
ABCF1	no_id	chr6:30530000	0.0	1e-06
ABCF2	ENSG00000033050	chr7:150920000	39.17	52.132001
ABCF3	ENSG00000161204	chr3:183900000	33.67	45.376001
ABCG1	ENSG00000160179	chr21:43610000	22.68	30.948001
ABCG2	ENSG00000118777	chr4:89150000	0.69	0.624001
ABCG4	ENSG00000172350	chr11:119010000	0.16	0.090001
ABHD1	ENSG00000143994	Notinthiscell	0.15	0.084001
ABHD10	ENSG00000144827	chr3:111690000	2.85	3.766001
ABHD11	ENSG00000106077	chr7:73150000	1.55	1.802001
ABHD12	ENSG00000100997	chr20:25370000	8.57	11.776001
ABHD12B	ENSG00000131969	chr14:51330000	2.28	2.938001
ABHD13	ENSG00000139826	chr13:108870000	3.25	4.312001
ABHD14A	ENSG00000248487	chr3:52000000	0.29	0.202001
ABHD14B	ENSG00000114779	chr3:52000000	5.96	8.188001
ABHD15	ENSG00000168792	chr17:27890000	1.11	1.170001
ABHD16A	no_id	chr6:31670000	0.0	1e-06
ABHD17A	ENSG00000129968	chr19:1880000	6.28	8.670001
ABHD17B	ENSG00000107362	chr9:74520000	10.48	14.300001
ABHD17C	ENSG00000136379	chr15:80980000	6.94	9.588001
ABHD2	ENSG00000140526	chr15:89630000	8.6	11.844001
ABHD3	ENSG00000158201	chr18:19280000	3.69	4.974001
ABHD4	ENSG00000100439	chr14:23060000	2.31	2.992001
ABHD5	ENSG00000011198	chr3:43730000	22.56	30.814001
ABHD6	ENSG00000163686	chr3:58220000	10.18	13.912001
ABHD8	ENSG00000127220	chr19:17410000	0.84	0.804001
ABI1	ENSG00000136754	chr10:27150000	60.97	79.844001
ABI2	ENSG00000138443	chr2:204190000	7.36	10.160001
ABI3	ENSG00000108798	Notinthiscell	0.0	1e-06
ABI3BP	ENSG00000154175	chr3:100710000	4.23	5.674001
ABL1	ENSG00000097007	chr9:133580000	3.02	4.014001
ABL2	ENSG00000143322	chr1:179190000	16.4	22.604001
ABLIM1	ENSG00000099204	chr10:116520000	34.42	46.126001
ABLIM2	ENSG00000163995	chr4:8160000	2.58	3.398001
ABLIM3	ENSG00000173210	chr5:148520000	6.96	9.634001
ABR	no_id	chr17:1130000	0.0	1e-06
ABRA	ENSG00000174429	Notinthiscell	0.0	1e-06
ABRACL	ENSG00000146386	chr6:139340000	41.41	54.954001
ABT1	ENSG00000146109	chr6:26590000	5.48	7.520001
ABTB1	ENSG00000114626	chr3:127390000	4.76	6.478001
ABTB2	ENSG00000166016	chr11:34370000	1.53	1.768001
ACAA1	ENSG00000060971	chr3:38170000	21.02	28.858001
ACAA2	ENSG00000167315	chr18:47340000	4.7	6.380001
ACACA	no_id	chr17:35760000	0.0	1e-06
ACACB	ENSG00000076555	chr12:109570000	0.47	0.390001
ACAD10	ENSG00000111271	chr12:112120000	2.83	3.740001
ACAD11	ENSG00000240303	chr3:132370000	4.04	5.414001
ACAD8	ENSG00000151498	chr11:134120000	9.75	13.298001
ACAD9	ENSG00000177646	chr3:128590000	8.14	11.116001
ACADL	ENSG00000115361	chr2:211090000	0.24	0.152001
ACADM	ENSG00000117054	chr1:76190000	12.85	17.602001
ACADS	ENSG00000122971	chr12:121160000	0.55	0.474001
ACADSB	ENSG00000196177	chr10:124760000	1.84	2.260001
ACADVL	ENSG00000072778	chr17:7120000	227.18	287.836001
ACAN	ENSG00000157766	chr15:89340000	0.01	0.002001
ACAP1	ENSG00000072818	chr17:7230000	0.79	0.734001
ACAP2	ENSG00000114331	chr3:195160000	39.14	52.114001
ACAP3	ENSG00000131584	chr1:1240000	7.7	10.562001
ACAT1	ENSG00000075239	chr11:107990000	20.5	28.106001
ACAT2	ENSG00000120437	chr6:160180000	11.84	16.294001
ACBD3	ENSG00000182827	chr1:226370000	47.28	62.502001
ACBD4	ENSG00000181513	chr17:43200000	3.21	4.258001
ACBD5	ENSG00000107897	chr10:27530000	4.95	6.744001
ACBD6	ENSG00000230124	chr1:180470000	0.36	0.266001
ACBD7	ENSG00000176244	chr10:15130000	0.14	0.074001
ACCS	ENSG00000110455	chr11:44080000	0.31	0.222001
ACD	ENSG00000102977	chr16:67690000	2.15	2.716001
ACE	ENSG00000159640	Notinthiscell	0.06	0.022001
ACE2	ENSG00000130234	Notinthiscell	0.23	0.144001
ACER1	ENSG00000167769	chr19:6330000	1.52	1.752001
ACER2	ENSG00000177076	chr9:19400000	0.21	0.130001
ACER3	ENSG00000078124	chr11:76570000	3.45	4.588001
ACHE	ENSG00000087085	chr7:100490000	0.16	0.090001
ACIN1	ENSG00000100813	chr14:23560000	26.78	36.580001
ACKR2	ENSG00000144648	chr3:42850000	1.0	1.014001
ACKR3	ENSG00000144476	chr2:237470000	2.08	2.604001
ACKR4	ENSG00000129048	chr3:132310000	0.25	0.166001
ACLY	ENSG00000131473	chr17:40070000	66.66	86.132001
ACMSD	ENSG00000153086	Notinthiscell	0.0	1e-06
ACO1	ENSG00000122729	chr9:32380000	2.25	2.880001
ACO2	ENSG00000100412	chr22:41860000	29.57	40.582001
ACOT1	ENSG00000184227	chr14:74000000	0.5	0.422001
ACOT11	ENSG00000162390	chr1:55010000	0.44	0.356001
ACOT13	ENSG00000112304	chr6:24660000	84.03	105.768001
ACOT2	ENSG00000119673	chr14:74030000	3.71	4.994001
ACOT4	ENSG00000177465	chr14:74050000	0.0	1e-06
ACOT7	ENSG00000097021	chr1:6450000	32.81	44.392001
ACOT8	ENSG00000101473	chr20:44480000	16.7	23.058001
ACOT9	ENSG00000123130	chrX:23760000	20.1	27.636001
ACOX1	ENSG00000161533	chr17:73970000	67.99	87.502001
ACOX2	ENSG00000168306	Notinthiscell	0.0	1e-06
ACOX3	ENSG00000087008	chr4:8440000	7.72	10.600001
ACOXL	ENSG00000153093	chr2:111490000	0.0	1e-06
ACP1	ENSG00000143727	chr2:260000	146.38	185.194001
ACP2	ENSG00000134575	chr11:47270000	2.18	2.752001
ACP5	ENSG00000102575	chr19:11680000	1.69	2.024001
ACP6	ENSG00000162836	chr1:147140000	1.83	2.246001
ACPP	ENSG00000014257	chr3:132030000	0.84	0.804001
ACRBP	ENSG00000111644	Notinthiscell	0.68	0.612001
ACRC	no_id	Notinthiscell	0.0	1e-06
ACSBG1	ENSG00000103740	Notinthiscell	0.85	0.820001
ACSF2	ENSG00000167107	chr17:48500000	68.48	88.062001
ACSF3	ENSG00000176715	chr16:89160000	2.14	2.708001
ACSL1	ENSG00000151726	chr4:185740000	41.52	55.086001
ACSL3	ENSG00000123983	chr2:223720000	378.06	488.696001
ACSL4	ENSG00000068366	chrX:108970000	22.66	30.942001
ACSL5	ENSG00000197142	chr10:114130000	0.15	0.084001
ACSL6	ENSG00000164398	chr5:131340000	0.02	0.004001
ACSM3	ENSG00000005187	chr16:20770000	0.83	0.790001
ACSM5	ENSG00000183549	Notinthiscell	0.0	1e-06
ACSS1	ENSG00000154930	chr20:25030000	0.24	0.152001
ACSS2	ENSG00000131069	chr20:33460000	25.03	34.274001
ACTA1	ENSG00000143632	Notinthiscell	0.05	0.016001
ACTA2	ENSG00000107796	chr10:90750000	2.84	3.756001
ACTB	ENSG00000075624	chr7:5570000	2606.8	2852.666001
ACTBL2	ENSG00000169067	chr5:56770000	0.0	1e-06
ACTG1	ENSG00000184009	chr17:79470000	3379.6	3689.506001
ACTG2	ENSG00000163017	chr2:74120000	0.0	1e-06
ACTL6A	ENSG00000136518	chr3:179280000	35.63	47.532001
ACTL6B	ENSG00000077080	Notinthiscell	0.0	1e-06
ACTL8	ENSG00000117148	Notinthiscell	0.03	0.006001
ACTN1	ENSG00000072110	chr14:69440000	128.46	164.172001
ACTN2	ENSG00000077522	Notinthiscell	0.82	0.776001
ACTN4	no_id	chr19:39130000	0.0	1e-06
ACTR10	ENSG00000131966	chr14:58660000	43.28	57.526001
ACTR1A	ENSG00000138107	chr10:104260000	15.7	21.520001
ACTR1B	ENSG00000115073	chr2:98280000	19.85	27.320001
ACTR2	ENSG00000138071	chr2:65450000	116.59	147.230001
ACTR3	ENSG00000115091	chr2:114640000	152.65	193.156001
ACTR3B	ENSG00000133627	chr7:152450000	5.2	7.128001
ACTR3C	ENSG00000106526	chr7:150020000	0.26	0.172001
ACTR5	ENSG00000101442	chr20:37370000	4.22	5.660001
ACTR8	ENSG00000113812	chr3:53910000	11.37	15.656001
ACTRT3	ENSG00000184378	chr3:169480000	0.12	0.054001
ACVR1	ENSG00000115170	chr2:158730000	6.8	9.380001
ACVR1B	ENSG00000135503	chr12:52340000	2.57	3.388001
ACVR1C	ENSG00000123612	chr2:158480000	0.23	0.144001
ACVR2A	ENSG00000121989	chr2:148600000	8.65	11.904001
ACVR2B	ENSG00000114739	chr3:38490000	0.2	0.120001
ACVRL1	ENSG00000139567	Notinthiscell	0.11	0.050001
ACY1	ENSG00000243989	chr3:52010000	12.0	16.464001
ACY3	ENSG00000132744	Notinthiscell	0.0	1e-06
ACYP1	ENSG00000119640	chr14:75530000	5.23	7.190001
ACYP2	ENSG00000170634	chr2:54190000	13.69	18.778001
ADA	ENSG00000196839	chr20:43280000	8.5	11.668001
ADAL	ENSG00000168803	chr15:43620000	2.5	3.292001
ADAM10	ENSG00000137845	chr15:59040000	36.36	48.594001
ADAM11	ENSG00000073670	Notinthiscell	0.01	0.002001
ADAM12	ENSG00000148848	Notinthiscell	0.04	0.012001
ADAM15	ENSG00000143537	chr1:155020000	73.87	94.734001
ADAM17	ENSG00000151694	chr2:9690000	15.78	21.690001
ADAM19	ENSG00000135074	chr5:157000000	0.52	0.438001
ADAM22	ENSG00000008277	Notinthiscell	0.04	0.012001
ADAM23	ENSG00000114948	chr2:207300000	0.07	0.028001
ADAM28	ENSG00000042980	Notinthiscell	0.09	0.038001
ADAM32	no_id	Notinthiscell	0.0	1e-06
ADAM8	ENSG00000151651	chr10:135090000	5.93	8.128001
ADAM9	no_id	chr8:38850000	0.0	1e-06
ADAMDEC1	ENSG00000134028	Notinthiscell	0.0	1e-06
ADAMTS1	ENSG00000154734	chr21:28210000	67.25	86.666001
ADAMTS10	ENSG00000142303	Notinthiscell	0.0	1e-06
ADAMTS12	no_id	Notinthiscell	0.0	1e-06
ADAMTS13	no_id	Notinthiscell	0.0	1e-06
ADAMTS14	ENSG00000138316	chr10:72430000	0.21	0.130001
ADAMTS17	ENSG00000140470	chr15:100880000	1.8	2.174001
ADAMTS18	ENSG00000140873	Notinthiscell	0.01	0.002001
ADAMTS19	ENSG00000145808	Notinthiscell	0.01	0.002001
ADAMTS2	no_id	chr5:178770000	0.0	1e-06
ADAMTS3	ENSG00000156140	Notinthiscell	0.04	0.012001
ADAMTS4	ENSG00000158859	chr1:161160000	0.0	1e-06
ADAMTS5	ENSG00000154736	Notinthiscell	0.0	1e-06
ADAMTS6	ENSG00000049192	chr5:64770000	0.24	0.152001
ADAMTS7	ENSG00000136378	chr15:79100000	0.11	0.050001
ADAMTS9	ENSG00000163638	chr3:64670000	0.48	0.404001
ADAMTSL1	ENSG00000178031	chr9:18470000	0.02	0.004001
ADAMTSL2	ENSG00000197859	Notinthiscell	0.0	1e-06
ADAMTSL3	ENSG00000156218	Notinthiscell	0.02	0.004001
ADAMTSL4	ENSG00000143382	chr1:150520000	19.93	27.414001
ADAMTSL5	ENSG00000185761	chr19:1510000	1.09	1.138001
ADAP1	ENSG00000105963	chr7:990000	4.62	6.270001
ADAP2	ENSG00000184060	chr17:29240000	11.83	16.274001
ADAR	ENSG00000160710	chr1:154600000	14.31	19.704001
ADARB1	ENSG00000197381	chr21:46490000	4.95	6.744001
ADARB2	ENSG00000185736	Notinthiscell	0.0	1e-06
ADAT1	ENSG00000065457	chr16:75650000	8.33	11.410001
ADAT2	ENSG00000189007	chr6:143770000	6.34	8.768001
ADAT3	ENSG00000213638	chr19:1900000	0.47	0.390001
ADCK1	ENSG00000063761	chr14:78260000	1.36	1.536001
ADCK2	ENSG00000133597	chr7:140370000	5.24	7.214001
ADCK3	no_id	chr1:227120000	0.0	1e-06
ADCK4	no_id	chr19:41220000	0.0	1e-06
ADCK5	ENSG00000173137	chr8:145590000	1.22	1.328001
ADCY1	ENSG00000164742	Notinthiscell	0.15	0.084001
ADCY2	ENSG00000078295	chr5:7390000	0.01	0.002001
ADCY3	ENSG00000138031	chr2:25140000	9.93	13.604001
ADCY4	ENSG00000129467	chr14:24800000	0.64	0.574001
ADCY5	ENSG00000173175	Notinthiscell	0.24	0.152001
ADCY6	ENSG00000174233	chr12:49180000	2.51	3.306001
ADCY7	ENSG00000121281	chr16:50300000	1.2	1.302001
ADCY9	ENSG00000162104	chr16:4160000	3.23	4.288001
ADCYAP1	ENSG00000141433	Notinthiscell	0.0	1e-06
ADD1	ENSG00000087274	chr4:2840000	74.39	95.316001
ADD2	ENSG00000075340	chr2:70990000	0.0	1e-06
ADD3	ENSG00000148700	chr10:111750000	25.49	34.880001
ADGB	ENSG00000118492	Notinthiscell	0.0	1e-06
ADH1B	ENSG00000196616	chr4:100240000	0.0	1e-06
ADH5	ENSG00000197894	chr4:100000000	25.64	34.988001
ADH6	ENSG00000172955	Notinthiscell	0.26	0.172001
ADH7	ENSG00000196344	chr4:100350000	0.92	0.908001
ADHFE1	ENSG00000147576	chr8:67340000	1.32	1.476001
ADI1	no_id	chr2:3520000	0.0	1e-06
ADIPOQ	ENSG00000181092	chr3:186560000	0.0	1e-06
ADIPOR1	ENSG00000159346	chr1:202920000	56.62	75.164001
ADIPOR2	ENSG00000006831	chr12:1800000	8.59	11.826001
ADIRF	ENSG00000148671	chr10:88720000	24.64	33.608001
ADK	ENSG00000156110	chr10:75910000	51.91	68.488001
ADM	ENSG00000148926	chr11:10320000	39.58	52.648001
ADM2	ENSG00000128165	chr22:50920000	1.06	1.088001
ADNP	ENSG00000101126	chr20:49540000	11.87	16.310001
ADNP2	ENSG00000101544	chr18:77860000	11.28	15.542001
ADO	ENSG00000181915	chr10:64560000	1.71	2.050001
ADORA1	ENSG00000163485	Notinthiscell	0.19	0.112001
ADORA2A	ENSG00000128271	Notinthiscell	0.0	1e-06
ADORA2B	ENSG00000170425	chr17:15840000	2.21	2.810001
ADORA3	no_id	Notinthiscell	0.0	1e-06
ADPGK	ENSG00000159322	chr15:73070000	9.1	12.498001
ADPRH	ENSG00000144843	chr3:119290000	0.08	0.032001
ADPRHL1	ENSG00000153531	chr13:114100000	1.39	1.576001
ADPRHL2	ENSG00000116863	chr1:36550000	10.55	14.438001
ADPRM	ENSG00000170222	chr17:10600000	3.38	4.490001
ADRA1B	ENSG00000170214	chr5:159340000	0.0	1e-06
ADRA1D	ENSG00000171873	chr20:4220000	0.0	1e-06
ADRA2A	ENSG00000150594	Notinthiscell	0.0	1e-06
ADRB1	ENSG00000043591	chr10:115800000	0.08	0.032001
ADRB2	ENSG00000169252	chr5:148200000	6.81	9.394001
ADRB3	ENSG00000188778	Notinthiscell	0.02	0.004001
ADRM1	ENSG00000130706	chr20:60870000	66.38	85.676001
ADSL	ENSG00000239900	chr22:40740000	15.89	21.826001
ADSS	ENSG00000035687	chr1:244610000	32.51	44.084001
ADSSL1	ENSG00000185100	chr14:105190000	8.32	11.402001
ADTRP	ENSG00000111863	chr6:11770000	26.31	36.008001
AEBP1	ENSG00000106624	chr7:44140000	0.19	0.112001
AEBP2	ENSG00000139154	chr12:19590000	26.29	35.984001
AEN	ENSG00000181026	chr15:89160000	11.53	15.868001
AES	ENSG00000104964	chr19:3060000	120.51	152.384001
AFAP1	ENSG00000196526	chr4:7940000	2.11	2.656001
AFAP1L1	ENSG00000157510	chr5:148650000	5.64	7.744001
AFAP1L2	ENSG00000169129	chr10:116160000	14.35	19.752001
AFF1	ENSG00000172493	chr4:87850000	43.71	57.896001
AFF2	ENSG00000155966	Notinthiscell	0.0	1e-06
AFF3	ENSG00000144218	Notinthiscell	0.12	0.054001
AFF4	ENSG00000072364	chr5:132290000	48.04	63.972001
AFG3L2	ENSG00000141385	chr18:12370000	44.71	58.992001
AFMID	ENSG00000183077	chr17:76180000	5.65	7.756001
AFP	ENSG00000081051	Notinthiscell	1.4	1.598001
AFTPH	ENSG00000119844	chr2:64750000	14.82	20.272001
AGA	ENSG00000038002	chr4:178360000	23.85	32.486001
AGAP1	ENSG00000157985	chr2:236400000	2.2	2.784001
AGAP2	ENSG00000135439	chr12:58130000	0.0	1e-06
AGAP3	ENSG00000133612	chr7:150780000	20.25	27.816001
AGBL2	ENSG00000165923	chr11:47730000	0.13	0.066001
AGBL3	ENSG00000146856	chr7:134670000	0.17	0.100001
AGBL5	ENSG00000084693	chr2:27270000	22.73	31.078001
AGFG1	ENSG00000173744	chr2:228330000	26.4	36.122001
AGFG2	ENSG00000106351	chr7:100130000	0.7	0.636001
AGGF1	ENSG00000164252	chr5:76320000	12.54	17.216001
AGK	no_id	chr7:141250000	0.0	1e-06
AGL	ENSG00000162688	chr1:100310000	4.97	6.790001
AGMAT	ENSG00000116771	chr1:15910000	0.07	0.028001
AGMO	ENSG00000187546	Notinthiscell	0.0	1e-06
AGO1	ENSG00000092847	chr1:36330000	1.07	1.104001
AGO2	ENSG00000123908	chr8:141640000	6.51	8.978001
AGO3	ENSG00000126070	chr1:36390000	2.67	3.532001
AGO4	ENSG00000134698	chr1:36270000	1.63	1.918001
AGPAT1	no_id	chr6:32140000	0.0	1e-06
AGPAT2	ENSG00000169692	chr9:139580000	2.09	2.616001
AGPAT3	ENSG00000160216	chr21:45280000	19.34	26.506001
AGPAT4	ENSG00000026652	chr6:161690000	7.21	9.976001
AGPAT5	ENSG00000155189	chr8:6560000	130.47	165.994001
AGPS	ENSG00000018510	chr2:178250000	8.24	11.248001
AGR2	ENSG00000106541	chr7:16840000	1.43	1.644001
AGRN	ENSG00000188157	chr1:950000	31.77	43.328001
AGT	ENSG00000135744	Notinthiscell	0.1	0.044001
AGTPBP1	ENSG00000135049	chr9:88350000	8.18	11.174001
AGTR2	ENSG00000180772	Notinthiscell	0.0	1e-06
AGTRAP	ENSG00000177674	chr1:11790000	8.38	11.518001
AHCTF1	ENSG00000153207	chr1:247090000	48.32	64.226001
AHCY	ENSG00000101444	chr20:32890000	63.04	82.340001
AHCYL1	ENSG00000168710	chr1:110520000	58.25	76.588001
AHCYL2	ENSG00000158467	chr7:128860000	15.71	21.538001
AHDC1	ENSG00000126705	Notinthiscell	4.54	6.146001
AHI1	ENSG00000135541	chr6:135810000	23.24	31.746001
AHNAK	ENSG00000124942	chr11:62310000	125.78	161.206001
AHNAK2	ENSG00000185567	chr14:105440000	488.91	602.624001
AHR	ENSG00000106546	chr7:17330000	18.77	25.618001
AHSA1	ENSG00000100591	chr14:77920000	132.36	168.012001
AHSA2	no_id	chr2:61400000	0.0	1e-06
AHSP	ENSG00000169877	Notinthiscell	1.88	2.324001
AICDA	ENSG00000111732	Notinthiscell	0.12	0.054001
AIDA	ENSG00000186063	Notinthiscell	14.41	19.812001
AIF1	no_id	Notinthiscell	0.0	1e-06
AIF1L	ENSG00000126878	chr9:133970000	4.54	6.146001
AIFM1	ENSG00000156709	chrX:129290000	19.65	27.056001
AIFM2	ENSG00000042286	chr10:71890000	0.63	0.564001
AIG1	ENSG00000146416	chr6:143380000	14.46	19.870001
AIM1	no_id	chr6:106950000	0.0	1e-06
AIM2	ENSG00000163568	Notinthiscell	0.13	0.066001
AIMP1	ENSG00000164022	chr4:107230000	84.52	106.462001
AIMP2	ENSG00000106305	chr7:6040000	20.54	28.190001
AIP	ENSG00000110711	chr11:67250000	24.71	33.724001
AIRE	ENSG00000160224	AIRE	0.0	1e-06
AJAP1	ENSG00000196581	chr1:4710000	1.27	1.396001
AJUBA	ENSG00000129474	chr14:23450000	16.01	22.052001
AK1	ENSG00000106992	chr9:130640000	29.74	40.862001
AK2	ENSG00000004455	chr1:33500000	46.01	60.560001
AK3	ENSG00000147853	chr9:4740000	15.34	20.986001
AK4	ENSG00000162433	chr1:65610000	14.23	19.588001
AK5	ENSG00000154027	Notinthiscell	0.27	0.186001
AK7	ENSG00000140057	chr14:96850000	0.38	0.282001
AK8	ENSG00000165695	chr9:135750000	0.06	0.022001
AK9	ENSG00000155085	chr6:110010000	11.16	15.386001
AKAP1	ENSG00000121057	chr17:55160000	23.86	32.514001
AKAP10	ENSG00000108599	chr17:19880000	22.79	31.138001
AKAP11	ENSG00000023516	chr13:42840000	5.22	7.168001
AKAP12	ENSG00000131016	chr6:151560000	0.77	0.712001
AKAP13	ENSG00000170776	chr15:85920000	80.28	102.084001
AKAP14	ENSG00000186471	Notinthiscell	0.0	1e-06
AKAP2	ENSG00000241978	chr9:112810000	18.05	24.720001
AKAP3	ENSG00000111254	chr12:4750000	0.44	0.356001
AKAP4	ENSG00000147081	Notinthiscell	0.0	1e-06
AKAP5	ENSG00000179841	Notinthiscell	0.05	0.016001
AKAP6	ENSG00000151320	Notinthiscell	1.14	1.222001
AKAP7	ENSG00000118507	Notinthiscell	1.79	2.154001
AKAP8	ENSG00000105127	chr19:15490000	9.09	12.488001
AKAP8L	ENSG00000011243	chr19:15520000	109.01	137.038001
AKAP9	ENSG00000127914	chr7:91570000	105.59	132.086001
AKIP1	ENSG00000166452	chr11:8930000	7.21	9.976001
AKIRIN1	ENSG00000174574	chr1:39450000	38.34	51.158001
AKIRIN2	ENSG00000135334	chr6:88410000	30.06	41.218001
AKNA	ENSG00000106948	chr9:117150000	0.41	0.316001
AKNAD1	ENSG00000162641	chr1:109400000	0.58	0.512001
AKR1A1	ENSG00000117448	chr1:46010000	25.09	34.310001
AKR1B1	ENSG00000085662	chr7:134140000	17.3	23.890001
AKR1B10	ENSG00000198074	chr7:134210000	6.72	9.276001
AKR1C1	ENSG00000187134	chr10:5000000	13.19	18.050001
AKR1C2	ENSG00000151632	chr10:5060000	28.07	38.298001
AKR1E2	ENSG00000165568	chr10:4860000	0.17	0.100001
AKR7A2	ENSG00000053371	chr1:19630000	12.87	17.614001
AKT1	ENSG00000142208	chr14:105260000	27.57	37.672001
AKT1S1	ENSG00000204673	chr19:50380000	8.34	11.446001
AKT2	ENSG00000105221	chr19:40790000	14.91	20.434001
AKT3	no_id	chr1:244000000	0.0	1e-06
AKTIP	ENSG00000166971	chr16:53530000	21.25	29.206001
ALAD	ENSG00000148218	chr9:116160000	1.72	2.062001
ALAS1	ENSG00000023330	chr3:52230000	21.07	28.922001
ALAS2	ENSG00000158578	Notinthiscell	0.0	1e-06
ALB	ENSG00000163631	Notinthiscell	1.37	1.544001
ALCAM	ENSG00000170017	chr3:105080000	27.61	37.772001
ALDH16A1	ENSG00000161618	chr19:49950000	2.84	3.756001
ALDH18A1	ENSG00000059573	chr10:97410000	27.03	36.922001
ALDH1A1	ENSG00000165092	chr9:75560000	0.17	0.100001
ALDH1A2	ENSG00000128918	Notinthiscell	1.5	1.728001
ALDH1A3	ENSG00000184254	chr15:101410000	56.41	74.768001
ALDH1B1	ENSG00000137124	chr9:38390000	0.39	0.296001
ALDH1L1	ENSG00000144908	chr3:125900000	0.0	1e-06
ALDH1L2	ENSG00000136010	chr12:105470000	1.93	2.376001
ALDH2	ENSG00000111275	chr12:112200000	11.45	15.768001
ALDH3A1	ENSG00000108602	chr17:19650000	1.04	1.062001
ALDH3A2	ENSG00000072210	chr17:19550000	25.69	35.134001
ALDH3B1	ENSG00000006534	Notinthiscell	0.2	0.120001
ALDH3B2	ENSG00000132746	chr11:67440000	8.38	11.518001
ALDH4A1	ENSG00000159423	chr1:19220000	16.91	23.312001
ALDH5A1	ENSG00000112294	chr6:24490000	0.88	0.850001
ALDH6A1	ENSG00000119711	chr14:74550000	3.31	4.396001
ALDH7A1	ENSG00000164904	chr5:125930000	133.34	170.140001
ALDH8A1	ENSG00000118514	Notinthiscell	0.48	0.404001
ALDH9A1	ENSG00000143149	chr1:165660000	68.9	88.518001
ALDOA	ENSG00000149925	chr16:30060000	1231.08	1517.466001
ALDOB	ENSG00000136872	Notinthiscell	0.0	1e-06
ALDOC	ENSG00000109107	chr17:26900000	8.48	11.648001
ALG1	ENSG00000033011	chr16:5120000	4.32	5.812001
ALG10	ENSG00000139133	chr12:34170000	0.23	0.144001
ALG10B	ENSG00000175548	chr12:38710000	0.07	0.028001
ALG11	ENSG00000253710	chr13:52580000	3.84	5.162001
ALG12	ENSG00000182858	chr22:50310000	2.12	2.670001
ALG13	ENSG00000101901	chrX:110920000	17.1	23.524001
ALG14	ENSG00000172339	chr1:95530000	0.51	0.432001
ALG2	ENSG00000119523	chr9:101980000	4.66	6.324001
ALG3	ENSG00000214160	chr3:183960000	11.15	15.364001
